Point,Corner,ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,Pass/Fail,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value,PSRR_DC
285,nom,5e-6,8,2,26,44,230,62,648,271,12,6,pass,62.19,6.936e-9,8.481e-9,23.59e-6,59.13,217.1e6,4.243e6,219.7e6,1.021e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,217e6,-49.95
286,nom,5e-6,8,2,26,44,345,14,216,111,4,2,pass,64.27,6.417e-9,8.539e-9,35.24e-6,71.12,383.1e6,5.706e6,384.6e6,1.455e-3,47.5,2,2,2,2,2,2,2,1,2,2,2,2,218.5e6,-47.95
287,nom,5e-6,8,2,26,44,345,28,432,192,6,3,pass,63.04,6.65e-9,8.459e-9,29.3e-6,71.89,283.9e6,4.763e6,287.1e6,1.455e-3,48.37,2,2,2,2,2,2,2,1,2,2,2,2,227.9e6,-49.2
288,nom,5e-6,8,2,26,44,345,42,648,271,8,4,pass,62.73,6.799e-9,8.458e-9,26.24e-6,68.81,235.4e6,4.211e6,237.7e6,1.455e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,208.8e6,-49.61
289,nom,5e-6,8,2,26,66,115,62,216,91,8,4,pass,61.36,5.764e-9,7.659e-9,24.29e-6,42.5,385.8e6,7.536e6,387.5e6,661.1e-6,48.06,2,2,2,2,2,2,2,1,2,2,2,2,423.1e6,-49.12
290,nom,5e-6,8,2,26,66,115,124,432,181,16,8,pass,61.11,5.948e-9,7.669e-9,20.29e-6,34.17,326e6,6.649e6,328e6,661.2e-6,48.23,2,2,2,2,2,2,2,1,2,2,2,2,402e6,-49.44
291,nom,5e-6,8,2,26,66,115,186,648,271,24,12,pass,60.98,6.05e-9,7.689e-9,18.31e-6,32.91,271.1e6,6.014e6,274.2e6,661.3e-6,48.21,2,2,2,2,2,2,2,1,2,2,2,2,368.2e6,-49.48
292,nom,5e-6,8,2,26,66,230,31,216,91,4,2,pass,61.89,5.58e-9,7.707e-9,29.13e-6,56.53,473.7e6,7.768e6,476.2e6,1.095e-3,47.53,2,2,2,2,2,2,2,1,2,2,2,2,380e6,-48.34
293,nom,5e-6,8,2,26,66,230,62,432,181,8,4,pass,61.41,5.769e-9,7.659e-9,24.29e-6,53.44,324.6e6,6.689e6,326.2e6,1.095e-3,48.06,2,2,2,2,2,2,2,1,2,2,2,2,362.1e6,-49.11
294,nom,5e-6,8,2,26,66,230,93,648,271,12,6,pass,61.25,5.882e-9,7.659e-9,21.85e-6,50.59,278e6,5.975e6,281.3e6,1.095e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,332.8e6,-49.34
295,nom,5e-6,8,2,26,66,345,21,216,111,4,2,pass,63.22,5.48e-9,7.77e-9,32.22e-6,47.21,606.7e6,7.943e6,609e6,1.529e-3,46.96,2,2,2,2,2,2,2,1,2,2,2,2,343.5e6,-47.43
296,nom,5e-6,8,2,26,66,345,42,432,192,6,3,pass,62.07,5.665e-9,7.676e-9,26.9e-6,60.48,390.5e6,6.709e6,391.5e6,1.529e-3,47.8,2,2,2,2,2,2,2,1,2,2,2,2,345.1e6,-48.63
297,nom,5e-6,8,2,26,66,345,62,648,271,8,4,pass,61.43,5.776e-9,7.659e-9,24.29e-6,58.09,285.7e6,5.939e6,289.2e6,1.529e-3,48.06,2,2,2,2,2,2,2,1,2,2,2,2,317.2e6,-49.1
316,nom,5e-6,8,2,39,66,115,62,216,91,8,4,pass,62.49,5.269e-9,6.699e-9,21.52e-6,32.68,452.9e6,7.929e6,458e6,662.6e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,436.7e6,-49.73
317,nom,5e-6,8,2,39,66,115,124,432,181,16,8,pass,62.19,5.433e-9,6.704e-9,17.81e-6,34.5,314.1e6,7.038e6,314.5e6,662.8e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,405e6,-50.08
318,nom,5e-6,8,2,39,66,115,186,648,271,24,12,pass,62.05,5.523e-9,6.722e-9,15.97e-6,32.55,264e6,6.323e6,266.6e6,662.9e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,369.5e6,-50.14
319,nom,5e-6,8,2,39,66,230,31,216,91,4,2,pass,63.14,5.108e-9,6.748e-9,25.95e-6,50.62,513e6,8.258e6,514.7e6,1.097e-3,48.09,2,2,2,2,2,2,2,1,2,2,2,2,388.5e6,-48.9
320,nom,5e-6,8,2,39,66,230,62,432,181,8,4,pass,62.54,5.274e-9,6.699e-9,21.51e-6,49.41,351.4e6,7.095e6,355.5e6,1.097e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,366.2e6,-49.72
321,nom,5e-6,8,2,39,66,230,93,648,271,12,6,pass,62.35,5.374e-9,6.697e-9,19.26e-6,46.88,300.2e6,6.293e6,302.6e6,1.097e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,335.1e6,-49.96
322,nom,5e-6,8,2,39,66,345,21,216,111,4,2,pass,64.74,5.021e-9,6.811e-9,28.77e-6,51.39,554.5e6,8.506e6,559.4e6,1.531e-3,47.49,2,2,2,2,2,2,2,1,2,2,2,2,376.3e6,-47.95
323,nom,5e-6,8,2,39,66,345,42,432,192,6,3,pass,63.3,5.182e-9,6.718e-9,23.91e-6,55.13,428e6,7.129e6,431.2e6,1.531e-3,48.37,2,2,2,2,2,2,2,1,2,2,2,2,347.8e6,-49.21
324,nom,5e-6,8,2,39,66,345,62,648,271,8,4,pass,62.57,5.281e-9,6.699e-9,21.51e-6,54.61,311.1e6,6.268e6,312e6,1.531e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,321e6,-49.71
334,nom,5e-6,8,4,13,44,115,42,216,91,16,8,pass,61.17,10.7e-9,12.66e-9,30.68e-6,63.87,154.6e6,2.692e6,155.2e6,289.9e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,132.8e6,-49.98
335,nom,5e-6,8,4,13,44,115,83,432,181,32,16,pass,60.83,11.12e-9,12.87e-9,25.53e-6,56.4,133.8e6,2.402e6,134.9e6,290e-6,48.63,2,2,2,2,2,2,2,1,2,2,2,2,125.7e6,-50.09
337,nom,5e-6,8,4,13,44,230,21,216,91,8,4,pass,61.41,10.27e-9,12.5e-9,37.08e-6,75.88,148.8e6,2.724e6,150.2e6,502.9e-6,48.44,2,2,2,2,2,2,2,1,2,2,2,2,129e6,-49.61
338,nom,5e-6,8,4,13,44,230,42,432,181,16,8,pass,61.21,10.72e-9,12.66e-9,30.68e-6,68.8,125.3e6,2.387e6,125.4e6,503e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,119.4e6,-49.96
339,nom,5e-6,8,4,13,44,230,62,648,271,24,12,pass,60.89,10.98e-9,12.78e-9,27.6e-6,65.52,109.8e6,2.152e6,111.2e6,503.1e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,109e6,-50.1
340,nom,5e-6,8,4,13,44,345,14,216,96,6,3,pass,61.6,10.02e-9,12.45e-9,41.42e-6,81.16,149e6,2.748e6,150.5e6,716e-6,48.16,2,2,2,2,2,2,2,1,2,2,2,2,121.8e6,-49.19
341,nom,5e-6,8,4,13,44,345,28,432,192,12,6,pass,61.34,10.46e-9,12.56e-9,34.27e-6,78.4,134.1e6,2.372e6,135.6e6,716.2e-6,48.56,2,2,2,2,2,2,2,1,2,2,2,2,115e6,-49.79
342,nom,5e-6,8,4,13,44,345,42,648,271,16,8,pass,61.23,10.74e-9,12.66e-9,30.68e-6,70.86,110.1e6,2.127e6,111.5e6,716.2e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,105.3e6,-49.96
343,nom,5e-6,8,4,13,66,115,62,216,91,16,8,pass,60.04,9.198e-9,11.45e-9,28.63e-6,49.93,222.5e6,3.763e6,224.4e6,325.8e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,202.9e6,-49.42
344,nom,5e-6,8,4,13,66,115,124,432,181,32,16,pass,59.88,9.546e-9,11.6e-9,24.05e-6,46.56,155e6,3.379e6,155.6e6,325.9e-6,47.97,2,2,2,2,2,2,2,1,2,2,2,2,192.2e6,-49.45
346,nom,5e-6,8,4,13,66,230,31,216,91,8,4,pass,60.23,8.837e-9,11.34e-9,34.3e-6,70.2,225.8e6,3.814e6,228.1e6,538.7e-6,47.85,2,2,2,2,2,2,2,1,2,2,2,2,186.9e6,-49.1
347,nom,5e-6,8,4,13,66,230,62,432,181,16,8,pass,60.08,9.212e-9,11.45e-9,28.63e-6,61.3,165.7e6,3.363e6,167e6,538.9e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,180.2e6,-49.41
348,nom,5e-6,8,4,13,66,230,93,648,271,24,12,pass,59.99,9.427e-9,11.54e-9,25.82e-6,57.81,143.2e6,3.034e6,145e6,539e-6,48.02,2,2,2,2,2,2,2,1,2,2,2,2,168.2e6,-49.45
349,nom,5e-6,8,4,13,66,345,21,216,96,6,3,pass,60.72,8.638e-9,11.32e-9,38.01e-6,75.59,207.9e6,3.848e6,209.5e6,751.8e-6,47.59,2,2,2,2,2,2,2,1,2,2,2,2,176.7e6,-48.62
350,nom,5e-6,8,4,13,66,345,42,432,192,12,6,pass,60.43,9.006e-9,11.38e-9,31.68e-6,71,187.5e6,3.34e6,189.1e6,752e-6,47.95,2,2,2,2,2,2,2,1,2,2,2,2,175.5e6,-49.19
351,nom,5e-6,8,4,13,66,345,62,648,271,16,8,pass,60.1,9.223e-9,11.45e-9,28.63e-6,67.53,155.2e6,2.997e6,155.8e6,752.1e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,161.2e6,-49.4
424,nom,5e-6,8,6,13,66,115,62,216,91,24,12,pass,60.28,10.99e-9,12.82e-9,27.58e-6,54.2,147.2e6,2.669e6,148.4e6,217.8e-6,48.54,2,2,2,2,2,2,2,1,2,2,2,2,137.6e6,-50.1
427,nom,5e-6,8,6,13,66,230,31,216,91,12,6,pass,60.43,10.55e-9,12.62e-9,33.31e-6,71.66,162.3e6,2.698e6,163e6,358.8e-6,48.47,2,2,2,2,2,2,2,1,2,2,2,2,132.3e6,-49.93
428,nom,5e-6,8,6,13,66,230,62,432,181,24,12,pass,60.32,11.01e-9,12.82e-9,27.58e-6,62.14,122e6,2.393e6,122.6e6,358.9e-6,48.54,2,2,2,2,2,2,2,1,2,2,2,2,124.5e6,-50.09
429,nom,5e-6,8,6,13,66,230,93,648,263,34,17,pass,60.23,11.26e-9,12.95e-9,24.76e-6,60.23,110.8e6,2.172e6,112.1e6,359e-6,48.48,2,2,2,2,2,2,2,1,2,2,2,2,113.9e6,-50.07
430,nom,5e-6,8,6,13,66,345,21,216,91,8,4,pass,60.79,10.31e-9,12.53e-9,37.06e-6,78.75,154.1e6,2.716e6,154.9e6,499.9e-6,48.3,2,2,2,2,2,2,2,1,2,2,2,2,130.7e6,-49.59
431,nom,5e-6,8,6,13,66,345,42,432,181,16,8,pass,60.63,10.76e-9,12.7e-9,30.66e-6,71.54,129.8e6,2.38e6,130.6e6,500e-6,48.52,2,2,2,2,2,2,2,1,2,2,2,2,121.6e6,-49.95
432,nom,5e-6,8,6,13,66,345,62,648,271,24,12,pass,60.33,11.03e-9,12.82e-9,27.57e-6,65.28,107.5e6,2.146e6,108.7e6,500.1e-6,48.54,2,2,2,2,2,2,2,1,2,2,2,2,110.5e6,-50.09
487,nom,5e-6,10,2,13,22,115,21,216,106,8,4,pass,62.54,10.16e-9,12.42e-9,37.13e-6,85.72,135.4e6,2.26e6,137.1e6,511.1e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,100.3e6,-49.61
488,nom,5e-6,10,2,13,22,115,42,432,211,16,8,pass,62.26,10.61e-9,12.58e-9,30.73e-6,78.15,118e6,2.01e6,119.2e6,511.3e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,98.07e6,-49.96
489,nom,5e-6,10,2,13,22,115,62,648,316,24,12,pass,61.87,10.88e-9,12.7e-9,27.65e-6,70.63,99.39e6,1.848e6,99.51e6,511.3e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,90.84e6,-50.1
490,nom,5e-6,10,2,13,22,230,11,216,106,4,2,pass,64.76,9.78e-9,12.38e-9,44.26e-6,88.66,124e6,2.322e6,124.4e6,945.1e-6,48.08,2,2,2,2,2,2,2,1,2,2,2,2,95.42e6,-48.47
491,nom,5e-6,10,2,13,22,230,21,432,211,8,4,pass,62.6,10.18e-9,12.42e-9,37.13e-6,83.94,111.2e6,2.005e6,112.8e6,945.3e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,90.94e6,-49.59
492,nom,5e-6,10,2,13,22,230,31,648,316,12,6,pass,62.12,10.45e-9,12.5e-9,33.38e-6,81.27,100.9e6,1.821e6,101.1e6,945.3e-6,48.82,2,2,2,2,2,2,2,1,2,2,2,2,84.8e6,-49.92
493,nom,5e-6,10,2,13,22,345,7,216,129,4,2,pass,63.9,9.529e-9,12.43e-9,49.89e-6,98.06,134.4e6,2.371e6,136.1e6,1.379e-3,47.51,2,2,2,2,2,2,2,1,2,2,2,2,88.44e6,-47.94
494,nom,5e-6,10,2,13,22,345,14,432,223,6,3,pass,62.88,9.939e-9,12.38e-9,41.46e-6,86.98,109.5e6,2.011e6,110.9e6,1.379e-3,48.38,2,2,2,2,2,2,2,1,2,2,2,2,85.9e6,-49.18
495,nom,5e-6,10,2,13,22,345,21,648,316,8,4,pass,62.62,10.21e-9,12.42e-9,37.13e-6,83.56,98.48e6,1.811e6,98.78e6,1.379e-3,48.66,2,2,2,2,2,2,2,1,2,2,2,2,81.08e6,-49.59
496,nom,5e-6,10,2,13,44,115,42,216,106,8,4,pass,60.65,7.927e-9,10.68e-9,32.64e-6,70.46,224e6,4.03e6,226.5e6,584.9e-6,47.57,2,2,2,2,2,2,2,1,2,2,2,2,194.9e6,-48.53
497,nom,5e-6,10,2,13,44,115,83,432,211,16,8,pass,60.21,8.232e-9,10.75e-9,27.52e-6,62.66,204.6e6,3.637e6,205.4e6,585.1e-6,47.72,2,2,2,2,2,2,2,1,2,2,2,2,200.5e6,-48.88
498,nom,5e-6,10,2,13,44,115,124,648,316,24,12,pass,60.04,8.411e-9,10.81e-9,24.98e-6,57.9,158.1e6,3.335e6,158.2e6,585.2e-6,47.69,2,2,2,2,2,2,2,1,2,2,2,2,190.2e6,-48.93
499,nom,5e-6,10,2,13,44,230,21,216,106,4,2,pass,61.17,7.629e-9,10.69e-9,38.96e-6,80.26,208.4e6,4.137e6,210.2e6,1.019e-3,47.07,2,2,2,2,2,2,2,1,2,2,2,2,187.2e6,-47.77
500,nom,5e-6,10,2,13,44,230,42,432,211,8,4,pass,60.7,7.938e-9,10.68e-9,32.63e-6,77.14,193.9e6,3.629e6,194.9e6,1.019e-3,47.57,2,2,2,2,2,2,2,1,2,2,2,2,188.9e6,-48.52
501,nom,5e-6,10,2,13,44,230,62,648,316,12,6,pass,60.27,8.123e-9,10.71e-9,29.58e-6,69.36,161e6,3.283e6,161.5e6,1.019e-3,47.69,2,2,2,2,2,2,2,1,2,2,2,2,176.5e6,-48.81
502,nom,5e-6,10,2,13,44,345,14,216,129,4,2,pass,61.8,7.461e-9,10.75e-9,43.18e-6,88.37,247.1e6,4.229e6,247.9e6,1.453e-3,46.53,2,2,2,2,2,2,2,1,2,2,2,2,156.1e6,-46.99
503,nom,5e-6,10,2,13,44,345,28,432,223,6,3,pass,60.95,7.761e-9,10.67e-9,36.18e-6,77.98,180.3e6,3.631e6,182.6e6,1.453e-3,47.33,2,2,2,2,2,2,2,1,2,2,2,2,174.5e6,-48.15
504,nom,5e-6,10,2,13,44,345,42,648,316,8,4,pass,60.72,7.951e-9,10.68e-9,32.63e-6,78.13,167.3e6,3.253e6,169e6,1.453e-3,47.56,2,2,2,2,2,2,2,1,2,2,2,2,169.4e6,-48.51
505,nom,5e-6,10,2,13,66,115,62,216,106,8,4,pass,58.98,6.969e-9,10.1e-9,31.12e-6,60.36,293.2e6,5.6e6,295.6e6,657.8e-6,46.77,2,2,2,2,2,2,2,1,2,2,2,2,297.8e6,-47.81
506,nom,5e-6,10,2,13,66,115,124,432,211,16,8,pass,58.79,7.209e-9,10.12e-9,26.43e-6,53.17,230.2e6,5.028e6,232.6e6,657.9e-6,46.88,2,2,2,2,2,2,2,1,2,2,2,2,311.8e6,-48.06
507,nom,5e-6,10,2,13,66,115,186,648,316,24,12,pass,58.67,7.338e-9,10.15e-9,24.14e-6,47.68,218.7e6,4.643e6,220.9e6,658e-6,46.84,2,2,2,2,2,2,2,1,2,2,2,2,296e6,-48.07
508,nom,5e-6,10,2,13,66,230,31,216,106,4,2,pass,59.4,6.732e-9,10.14e-9,36.88e-6,74.99,281e6,5.748e6,284.5e6,1.092e-3,46.31,2,2,2,2,2,2,2,1,2,2,2,2,255.3e6,-47.1
509,nom,5e-6,10,2,13,66,230,62,432,211,8,4,pass,59.02,6.978e-9,10.1e-9,31.12e-6,66.94,235.6e6,5.024e6,237.8e6,1.092e-3,46.77,2,2,2,2,2,2,2,1,2,2,2,2,283.7e6,-47.79
510,nom,5e-6,10,2,13,66,230,93,648,316,12,6,pass,58.9,7.124e-9,10.11e-9,28.25e-6,62.96,207.3e6,4.593e6,208.9e6,1.092e-3,46.87,2,2,2,2,2,2,2,1,2,2,2,2,269.3e6,-47.98
511,nom,5e-6,10,2,13,66,345,21,216,129,4,2,pass,60.31,6.599e-9,10.2e-9,40.59e-6,70.96,463.1e6,5.863e6,463.9e6,1.526e-3,45.79,2,2,2,2,2,2,2,1,2,2,2,2,209.8e6,-46.26
512,nom,5e-6,10,2,13,66,345,42,432,223,6,3,pass,59.54,6.842e-9,10.11e-9,34.22e-6,77.27,265.6e6,5.027e6,268.1e6,1.526e-3,46.55,2,2,2,2,2,2,2,1,2,2,2,2,264.8e6,-47.36
513,nom,5e-6,10,2,13,66,345,62,648,316,8,4,pass,59.04,6.988e-9,10.1e-9,31.12e-6,68.89,207.8e6,4.555e6,209.5e6,1.526e-3,46.77,2,2,2,2,2,2,2,1,2,2,2,2,252.5e6,-47.79
523,nom,5e-6,10,2,26,44,115,42,216,106,8,4,pass,62.65,6.783e-9,8.458e-9,26.24e-6,62.69,270.9e6,4.484e6,273.2e6,586.8e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,212.1e6,-49.63
524,nom,5e-6,10,2,26,44,115,83,432,211,16,8,pass,62.11,7.028e-9,8.509e-9,21.79e-6,55.43,215.4e6,3.992e6,217.5e6,587e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,207.4e6,-50.05
525,nom,5e-6,10,2,26,44,115,124,648,316,24,12,pass,61.72,7.167e-9,8.556e-9,19.55e-6,50.59,205.8e6,3.674e6,206.9e6,587e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,195.8e6,-50.13
526,nom,5e-6,10,2,26,44,230,21,216,106,4,2,pass,63.34,6.547e-9,8.479e-9,31.66e-6,79.46,283.8e6,4.615e6,287.2e6,1.021e-3,48.08,2,2,2,2,2,2,2,1,2,2,2,2,207.9e6,-48.79
527,nom,5e-6,10,2,26,44,230,42,432,211,8,4,pass,62.71,6.792e-9,8.458e-9,26.24e-6,71.6,239.2e6,4.001e6,241e6,1.021e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,198.8e6,-49.62
528,nom,5e-6,10,2,26,44,230,62,648,316,12,6,pass,62.19,6.94e-9,8.481e-9,23.59e-6,64.57,192e6,3.639e6,193.3e6,1.021e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,184.7e6,-49.95
529,nom,5e-6,10,2,26,44,345,14,216,129,4,2,pass,64.27,6.417e-9,8.539e-9,35.24e-6,81.05,321e6,4.727e6,321.7e6,1.455e-3,47.5,2,2,2,2,2,2,2,1,2,2,2,2,169.1e6,-47.95
530,nom,5e-6,10,2,26,44,345,28,432,223,6,3,pass,63.04,6.652e-9,8.459e-9,29.3e-6,78.65,239.7e6,4.015e6,241.6e6,1.455e-3,48.37,2,2,2,2,2,2,2,1,2,2,2,2,190.4e6,-49.2
531,nom,5e-6,10,2,26,44,345,42,648,316,8,4,pass,62.73,6.803e-9,8.458e-9,26.24e-6,74.18,204.3e6,3.62e6,205.3e6,1.455e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,177.2e6,-49.61
532,nom,5e-6,10,2,26,66,115,62,216,106,8,4,pass,61.36,5.765e-9,7.659e-9,24.29e-6,50.79,351e6,6.229e6,354.3e6,661.1e-6,48.06,2,2,2,2,2,2,2,1,2,2,2,2,334.7e6,-49.12
533,nom,5e-6,10,2,26,66,115,124,432,211,16,8,pass,61.11,5.95e-9,7.669e-9,20.29e-6,41,305.7e6,5.624e6,307.1e6,661.2e-6,48.23,2,2,2,2,2,2,2,1,2,2,2,2,324.5e6,-49.44
534,nom,5e-6,10,2,26,66,115,186,648,316,24,12,pass,60.98,6.052e-9,7.689e-9,18.31e-6,38.8,255.5e6,5.143e6,256.4e6,661.3e-6,48.21,2,2,2,2,2,2,2,1,2,2,2,2,304.7e6,-49.48
535,nom,5e-6,10,2,26,66,230,31,216,106,4,2,pass,61.89,5.581e-9,7.707e-9,29.13e-6,67.36,410.9e6,6.438e6,412.4e6,1.095e-3,47.53,2,2,2,2,2,2,2,1,2,2,2,2,298e6,-48.34
536,nom,5e-6,10,2,26,66,230,62,432,211,8,4,pass,61.41,5.771e-9,7.659e-9,24.29e-6,60.34,287.6e6,5.658e6,290.8e6,1.095e-3,48.06,2,2,2,2,2,2,2,1,2,2,2,2,298e6,-49.11
537,nom,5e-6,10,2,26,66,230,93,648,316,12,6,pass,61.25,5.885e-9,7.659e-9,21.85e-6,56.55,250.3e6,5.109e6,250.4e6,1.095e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,281.1e6,-49.34
538,nom,5e-6,10,2,26,66,345,21,216,129,4,2,pass,63.22,5.48e-9,7.77e-9,32.22e-6,56.09,566.1e6,6.617e6,568.6e6,1.529e-3,46.96,2,2,2,2,2,2,2,1,2,2,2,2,227.9e6,-47.43
539,nom,5e-6,10,2,26,66,345,42,432,223,6,3,pass,62.07,5.667e-9,7.677e-9,26.9e-6,69.21,341.2e6,5.682e6,344.2e6,1.529e-3,47.8,2,2,2,2,2,2,2,1,2,2,2,2,285.3e6,-48.63
540,nom,5e-6,10,2,26,66,345,62,648,316,8,4,pass,61.43,5.78e-9,7.659e-9,24.29e-6,63.49,253.5e6,5.08e6,254.1e6,1.529e-3,48.06,2,2,2,2,2,2,2,1,2,2,2,2,268e6,-49.1
559,nom,5e-6,10,2,39,66,115,62,216,106,8,4,pass,62.49,5.27e-9,6.699e-9,21.52e-6,40.14,425.4e6,6.602e6,429e6,662.6e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,344e6,-49.73
560,nom,5e-6,10,2,39,66,115,124,432,211,16,8,pass,62.19,5.435e-9,6.704e-9,17.81e-6,40.98,291.4e6,5.936e6,294.3e6,662.8e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,328.8e6,-50.08
561,nom,5e-6,10,2,39,66,115,186,648,316,24,12,pass,62.05,5.526e-9,6.722e-9,15.97e-6,38.14,246.5e6,5.447e6,247.3e6,662.9e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,307.5e6,-50.14
562,nom,5e-6,10,2,39,66,230,31,216,106,4,2,pass,63.14,5.109e-9,6.748e-9,25.95e-6,61.07,455.7e6,6.863e6,458.7e6,1.097e-3,48.09,2,2,2,2,2,2,2,1,2,2,2,2,311.3e6,-48.9
563,nom,5e-6,10,2,39,66,230,62,432,211,8,4,pass,62.54,5.276e-9,6.699e-9,21.51e-6,56.44,314.4e6,5.983e6,314.7e6,1.097e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,301.5e6,-49.72
564,nom,5e-6,10,2,39,66,230,93,648,316,12,6,pass,62.35,5.377e-9,6.697e-9,19.26e-6,52.91,272.3e6,5.424e6,275.4e6,1.097e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,284.3e6,-49.96
565,nom,5e-6,10,2,39,66,345,21,216,129,4,2,pass,64.74,5.022e-9,6.811e-9,28.77e-6,60.31,504.3e6,7.065e6,504.8e6,1.531e-3,47.49,2,2,2,2,2,2,2,1,2,2,2,2,243.1e6,-47.95
566,nom,5e-6,10,2,39,66,345,42,432,223,6,3,pass,63.3,5.184e-9,6.718e-9,23.91e-6,63.96,380.9e6,6.018e6,382.9e6,1.531e-3,48.37,2,2,2,2,2,2,2,1,2,2,2,2,291.1e6,-49.21
567,nom,5e-6,10,2,39,66,345,62,648,316,8,4,pass,62.57,5.284e-9,6.699e-9,21.51e-6,60.25,277.9e6,5.406e6,281.3e6,1.531e-3,48.65,2,2,2,2,2,2,2,1,2,2,2,2,272.9e6,-49.71
577,nom,5e-6,10,4,13,44,115,42,216,106,16,8,pass,61.17,10.7e-9,12.66e-9,30.68e-6,72.16,130.7e6,2.225e6,131.5e6,289.9e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,106.9e6,-49.98
578,nom,5e-6,10,4,13,44,115,83,432,211,32,16,pass,60.83,11.12e-9,12.87e-9,25.53e-6,64.66,117.5e6,2.014e6,118.5e6,290e-6,48.63,2,2,2,2,2,2,2,1,2,2,2,2,103.5e6,-50.09
580,nom,5e-6,10,4,13,44,230,21,216,106,8,4,pass,61.41,10.26e-9,12.5e-9,37.08e-6,80.85,122.8e6,2.251e6,123.4e6,502.9e-6,48.44,2,2,2,2,2,2,2,1,2,2,2,2,102.4e6,-49.61
581,nom,5e-6,10,4,13,44,230,42,432,211,16,8,pass,61.21,10.72e-9,12.66e-9,30.68e-6,73.85,107.2e6,2.001e6,108.4e6,503e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,99.34e6,-49.96
582,nom,5e-6,10,4,13,44,230,62,648,316,24,12,pass,60.89,10.99e-9,12.78e-9,27.6e-6,70.26,95.87e6,1.839e6,96.56e6,503.1e-6,48.66,2,2,2,2,2,2,2,1,2,2,2,2,91.89e6,-50.1
583,nom,5e-6,10,4,13,44,345,14,216,112,6,3,pass,61.6,10.01e-9,12.45e-9,41.42e-6,85.04,122.1e6,2.274e6,122.8e6,716e-6,48.16,2,2,2,2,2,2,2,1,2,2,2,2,97.32e6,-49.19
584,nom,5e-6,10,4,13,44,345,28,432,223,12,6,pass,61.34,10.46e-9,12.56e-9,34.27e-6,82.89,112.4e6,1.991e6,113.9e6,716.2e-6,48.56,2,2,2,2,2,2,2,1,2,2,2,2,93.77e6,-49.79
585,nom,5e-6,10,4,13,44,345,42,648,316,16,8,pass,61.23,10.74e-9,12.66e-9,30.68e-6,78.22,98.67e6,1.821e6,98.93e6,716.2e-6,48.65,2,2,2,2,2,2,2,1,2,2,2,2,88.91e6,-49.96
586,nom,5e-6,10,4,13,66,115,62,216,106,16,8,pass,60.04,9.198e-9,11.45e-9,28.63e-6,61.84,176.6e6,3.107e6,178.3e6,325.8e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,159.1e6,-49.42
587,nom,5e-6,10,4,13,66,115,124,432,211,32,16,pass,59.88,9.548e-9,11.6e-9,24.05e-6,53.78,139.7e6,2.85e6,141.3e6,325.9e-6,47.97,2,2,2,2,2,2,2,1,2,2,2,2,157e6,-49.45
