Point,Corner,ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,Pass/Fail,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value,PSRR_DC
2.024e3,nom,8e-6,12,2,39,66,345,42,432,251,6,3,pass,63.5,4.235e-9,6.097e-9,24.48e-6,69.64,461.8e6,7.665e6,465.8e6,2.379e-3,47.44,2,2,2,2,2,2,2,1,2,2,2,2,371.1e6,-47.95
2.025e3,nom,8e-6,12,2,39,66,345,62,648,355,8,4,pass,62.44,4.303e-9,6.044e-9,22.12e-6,67.05,380.9e6,6.894e6,383.5e6,2.379e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,356.7e6,-48.66
2.035e3,nom,8e-6,12,4,13,44,115,42,216,119,16,8,pass,60.94,8.833e-9,11.27e-9,31.8e-6,79.68,168.5e6,2.759e6,170.1e6,452.2e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,129.6e6,-49.15
2.036e3,nom,8e-6,12,4,13,44,115,83,432,237,32,16,pass,60.55,9.184e-9,11.4e-9,26.69e-6,70.31,143e6,2.511e6,144.6e6,452.4e-6,48.11,2,2,2,2,2,2,2,1,2,2,2,2,132.5e6,-49.39
2.037e3,nom,8e-6,12,4,13,44,115,124,648,348,46,23,pass,60.38,9.385e-9,11.48e-9,24.17e-6,65.21,123.5e6,2.347e6,123.9e6,452.5e-6,48.05,2,2,2,2,2,2,2,1,2,2,2,2,126.5e6,-49.4
2.038e3,nom,8e-6,12,4,13,44,230,21,216,119,8,4,pass,61.33,8.487e-9,11.22e-9,38.12e-6,87.37,150.4e6,2.818e6,151.8e6,784e-6,47.66,2,2,2,2,2,2,2,1,2,2,2,2,124.6e6,-48.55
2.039e3,nom,8e-6,12,4,13,44,230,42,432,237,16,8,pass,60.99,8.849e-9,11.27e-9,31.8e-6,80.73,135.1e6,2.507e6,136.7e6,784.3e-6,48.03,2,2,2,2,2,2,2,1,2,2,2,2,124.6e6,-49.13
2.04e3,nom,8e-6,12,4,13,44,230,62,648,355,24,12,pass,60.61,9.061e-9,11.34e-9,28.75e-6,76.92,122.8e6,2.317e6,123.4e6,784.4e-6,48.11,2,2,2,2,2,2,2,1,2,2,2,2,118.7e6,-49.36
2.041e3,nom,8e-6,12,4,13,44,345,14,216,126,6,3,pass,61.72,8.294e-9,11.24e-9,42.38e-6,91.05,148.2e6,2.873e6,149.8e6,1.116e-3,47.24,2,2,2,2,2,2,2,1,2,2,2,2,118.5e6,-47.94
2.042e3,nom,8e-6,12,4,13,44,345,28,432,251,12,6,pass,61.18,8.642e-9,11.23e-9,35.35e-6,85.28,134e6,2.508e6,135.5e6,1.116e-3,47.86,2,2,2,2,2,2,2,1,2,2,2,2,117.1e6,-48.85
2.043e3,nom,8e-6,12,4,13,44,345,42,648,355,16,8,pass,61.01,8.867e-9,11.27e-9,31.8e-6,80.67,120e6,2.303e6,121e6,1.116e-3,48.03,2,2,2,2,2,2,2,1,2,2,2,2,112.8e6,-49.13
2.044e3,nom,8e-6,12,4,13,66,115,62,216,119,16,8,pass,59.55,7.688e-9,10.47e-9,30.05e-6,68.14,237.6e6,3.835e6,239e6,508e-6,47.31,2,2,2,2,2,2,2,1,2,2,2,2,189.2e6,-48.5
2.045e3,nom,8e-6,12,4,13,66,115,124,432,237,32,16,pass,59.37,7.97e-9,10.54e-9,25.42e-6,59.48,170e6,3.535e6,171.7e6,508.2e-6,47.35,2,2,2,2,2,2,2,1,2,2,2,2,201.6e6,-48.65
2.046e3,nom,8e-6,12,4,13,66,115,186,648,348,46,23,pass,59.25,8.124e-9,10.59e-9,23.18e-6,54.62,145.9e6,3.284e6,147.5e6,508.3e-6,47.28,2,2,2,2,2,2,2,1,2,2,2,2,192.5e6,-48.62
2.047e3,nom,8e-6,12,4,13,66,230,31,216,119,8,4,pass,59.83,7.408e-9,10.46e-9,35.74e-6,83.79,212.2e6,3.915e6,214.5e6,839.8e-6,46.98,2,2,2,2,2,2,2,1,2,2,2,2,177.1e6,-47.95
2.048e3,nom,8e-6,12,4,13,66,230,62,432,237,16,8,pass,59.59,7.701e-9,10.47e-9,30.04e-6,71.44,171.3e6,3.533e6,173.3e6,840.1e-6,47.31,2,2,2,2,2,2,2,1,2,2,2,2,189.5e6,-48.48
2.049e3,nom,8e-6,12,4,13,66,230,93,648,355,24,12,pass,59.48,7.87e-9,10.51e-9,27.21e-6,70.75,165.7e6,3.244e6,167.1e6,840.2e-6,47.36,2,2,2,2,2,2,2,1,2,2,2,2,182.7e6,-48.61
2.05e3,nom,8e-6,12,4,13,66,345,21,216,126,6,3,pass,60.56,7.254e-9,10.49e-9,39.44e-6,89.29,210.2e6,3.983e6,212.4e6,1.172e-3,46.57,2,2,2,2,2,2,2,1,2,2,2,2,169.4e6,-47.28
2.051e3,nom,8e-6,12,4,13,66,345,42,432,251,12,6,pass,60.04,7.539e-9,10.45e-9,33.11e-6,81.78,185.7e6,3.534e6,187.7e6,1.172e-3,47.15,2,2,2,2,2,2,2,1,2,2,2,2,178.5e6,-48.14
2.052e3,nom,8e-6,12,4,13,66,345,62,648,355,16,8,pass,59.61,7.714e-9,10.47e-9,30.04e-6,72.32,153.7e6,3.219e6,154.5e6,1.172e-3,47.31,2,2,2,2,2,2,2,1,2,2,2,2,173.9e6,-48.48
2.071e3,nom,8e-6,12,4,26,66,115,62,216,119,16,8,pass,61.5,6.505e-9,8.173e-9,23.81e-6,60.3,252.7e6,4.261e6,253e6,510.4e-6,48.48,2,2,2,2,2,2,2,1,2,2,2,2,207.4e6,-49.69
2.072e3,nom,8e-6,12,4,26,66,115,124,432,237,32,16,pass,61.29,6.725e-9,8.225e-9,19.78e-6,50.2,226.8e6,3.888e6,228.7e6,510.6e-6,48.58,2,2,2,2,2,2,2,1,2,2,2,2,209.3e6,-49.9
2.073e3,nom,8e-6,12,4,26,66,115,186,648,348,46,23,pass,61.17,6.849e-9,8.267e-9,17.8e-6,48.12,170.8e6,3.63e6,172.7e6,510.7e-6,48.53,2,2,2,2,2,2,2,1,2,2,2,2,198.3e6,-49.9
2.074e3,nom,8e-6,12,4,26,66,230,31,216,119,8,4,pass,61.86,6.285e-9,8.173e-9,28.68e-6,74.76,243.9e6,4.387e6,245.1e6,842.2e-6,48.08,2,2,2,2,2,2,2,1,2,2,2,2,199.1e6,-49.08
2.075e3,nom,8e-6,12,4,26,66,230,62,432,237,16,8,pass,61.55,6.512e-9,8.172e-9,23.81e-6,69.02,230.6e6,3.905e6,233e6,842.5e-6,48.48,2,2,2,2,2,2,2,1,2,2,2,2,200.9e6,-49.68
2.076e3,nom,8e-6,12,4,26,66,230,93,648,355,24,12,pass,61.42,6.651e-9,8.199e-9,21.35e-6,61.85,184.3e6,3.608e6,186.3e6,842.6e-6,48.57,2,2,2,2,2,2,2,1,2,2,2,2,189.5e6,-49.83
2.077e3,nom,8e-6,12,4,26,66,345,21,216,126,6,3,pass,62.8,6.163e-9,8.21e-9,31.82e-6,84.96,274e6,4.484e6,277.3e6,1.174e-3,47.63,2,2,2,2,2,2,2,1,2,2,2,2,190.9e6,-48.34
2.078e3,nom,8e-6,12,4,26,66,345,42,432,251,12,6,pass,62.08,6.389e-9,8.164e-9,26.44e-6,72.75,211.5e6,3.919e6,213.7e6,1.174e-3,48.29,2,2,2,2,2,2,2,1,2,2,2,2,193e6,-49.29
2.079e3,nom,8e-6,12,4,26,66,345,62,648,355,16,8,pass,61.56,6.523e-9,8.173e-9,23.81e-6,72.02,199.5e6,3.588e6,199.5e6,1.175e-3,48.48,2,2,2,2,2,2,2,1,2,2,2,2,183.3e6,-49.67
2.116e3,nom,8e-6,12,6,13,44,115,42,216,119,24,12,pass,61.16,10.54e-9,12.54e-9,30.75e-6,77.33,112.1e6,1.943e6,113.5e6,303.1e-6,48.61,2,2,2,2,2,2,2,1,2,2,2,2,91.1e6,-49.92
2.117e3,nom,8e-6,12,6,13,44,115,83,432,232,46,23,pass,60.81,10.95e-9,12.75e-9,25.61e-6,70.73,101.1e6,1.797e6,101.3e6,303.3e-6,48.59,2,2,2,2,2,2,2,1,2,2,2,2,89.96e6,-50.04
2.118e3,nom,8e-6,12,6,13,44,115,124,648,345,68,34,pass,60.65,11.21e-9,12.87e-9,23.1e-6,63.07,84e6,1.673e6,84.81e6,303.3e-6,48.5,2,2,2,2,2,2,2,1,2,2,2,2,84.77e6,-50
2.119e3,nom,8e-6,12,6,13,44,230,21,216,119,12,6,pass,61.41,10.11e-9,12.38e-9,37.15e-6,83.37,106e6,1.967e6,107.1e6,523.1e-6,48.39,2,2,2,2,2,2,2,1,2,2,2,2,86.99e6,-49.54
2.12e3,nom,8e-6,12,6,13,44,230,42,432,237,24,12,pass,61.2,10.55e-9,12.54e-9,30.75e-6,80.71,98.6e6,1.787e6,98.88e6,523.3e-6,48.61,2,2,2,2,2,2,2,1,2,2,2,2,86.12e6,-49.91
2.121e3,nom,8e-6,12,6,13,44,230,62,648,345,34,17,pass,60.87,10.81e-9,12.66e-9,27.68e-6,76.4,88.74e6,1.647e6,89.91e6,523.4e-6,48.62,2,2,2,2,2,2,2,1,2,2,2,2,80.92e6,-50.05
2.122e3,nom,8e-6,12,6,13,44,345,14,216,119,8,4,pass,61.61,9.866e-9,12.34e-9,41.48e-6,88.32,105.4e6,1.991e6,106.4e6,743.3e-6,48.1,2,2,2,2,2,2,2,1,2,2,2,2,84.76e6,-49.11
2.123e3,nom,8e-6,12,6,13,44,345,28,432,237,16,8,pass,61.33,10.31e-9,12.44e-9,34.34e-6,79.96,93.7e6,1.785e6,94.66e6,743.5e-6,48.51,2,2,2,2,2,2,2,1,2,2,2,2,81.78e6,-49.73
2.124e3,nom,8e-6,12,6,13,44,345,42,648,355,24,12,pass,61.22,10.58e-9,12.54e-9,30.75e-6,80.65,88.06e6,1.633e6,89.23e6,743.6e-6,48.61,2,2,2,2,2,2,2,1,2,2,2,2,77.52e6,-49.9
2.125e3,nom,8e-6,12,6,13,66,115,62,216,119,24,12,pass,60.02,9.07e-9,11.36e-9,28.72e-6,69.21,154.5e6,2.736e6,155.1e6,340.1e-6,47.98,2,2,2,2,2,2,2,1,2,2,2,2,133.6e6,-49.36
2.126e3,nom,8e-6,12,6,13,66,115,124,432,232,46,23,pass,59.86,9.416e-9,11.51e-9,24.14e-6,59.86,124.4e6,2.518e6,124.7e6,340.3e-6,47.93,2,2,2,2,2,2,2,1,2,2,2,2,137.2e6,-49.39
2.127e3,nom,8e-6,12,6,13,66,115,186,648,345,68,34,pass,59.74,9.604e-9,11.6e-9,21.94e-6,54.77,108.2e6,2.361e6,109.5e6,340.4e-6,47.83,2,2,2,2,2,2,2,1,2,2,2,2,130e6,-49.32
2.128e3,nom,8e-6,12,6,13,66,230,31,216,119,12,6,pass,60.21,8.719e-9,11.26e-9,34.39e-6,79.83,146.3e6,2.781e6,148e6,560.2e-6,47.8,2,2,2,2,2,2,2,1,2,2,2,2,129e6,-49.02
2.129e3,nom,8e-6,12,6,13,66,230,62,432,237,24,12,pass,60.06,9.086e-9,11.36e-9,28.72e-6,71.82,128e6,2.509e6,128.5e6,560.4e-6,47.98,2,2,2,2,2,2,2,1,2,2,2,2,131e6,-49.35
2.13e3,nom,8e-6,12,6,13,66,230,93,648,345,34,17,pass,59.97,9.301e-9,11.45e-9,25.91e-6,67.09,113.9e6,2.336e6,115.3e6,560.5e-6,47.98,2,2,2,2,2,2,2,1,2,2,2,2,125.3e6,-49.4
2.131e3,nom,8e-6,12,6,13,66,345,21,216,119,8,4,pass,60.72,8.523e-9,11.24e-9,38.1e-6,82.66,141.6e6,2.819e6,143.5e6,780.3e-6,47.52,2,2,2,2,2,2,2,1,2,2,2,2,126.2e6,-48.53
2.132e3,nom,8e-6,12,6,13,66,345,42,432,237,16,8,pass,60.43,8.885e-9,11.3e-9,31.77e-6,80.26,132.4e6,2.506e6,133.6e6,780.6e-6,47.9,2,2,2,2,2,2,2,1,2,2,2,2,125.9e6,-49.12
2.133e3,nom,8e-6,12,6,13,66,345,62,648,355,24,12,pass,60.07,9.104e-9,11.36e-9,28.72e-6,72.65,115.1e6,2.316e6,116.5e6,780.7e-6,47.98,2,2,2,2,2,2,2,1,2,2,2,2,120.2e6,-49.34
2.188e3,nom,8e-6,14,2,13,22,115,21,216,130,8,4,pass,62.24,8.42e-9,11.18e-9,38.18e-6,86.26,129.4e6,2.451e6,130.2e6,794.7e-6,47.88,2,2,2,2,2,2,2,1,2,2,2,2,105.5e6,-48.56
2.189e3,nom,8e-6,14,2,13,22,115,42,432,260,16,8,pass,61.82,8.774e-9,11.22e-9,31.85e-6,84.09,122.6e6,2.224e6,123.2e6,794.9e-6,48.25,2,2,2,2,2,2,2,1,2,2,2,2,106.7e6,-49.13
2.19e3,nom,8e-6,14,2,13,22,115,62,648,390,24,12,pass,61.39,8.989e-9,11.29e-9,28.81e-6,76.06,108e6,2.058e6,109.3e6,795e-6,48.32,2,2,2,2,2,2,2,1,2,2,2,2,103.1e6,-49.36
2.191e3,nom,8e-6,14,2,13,22,230,11,216,130,4,2,pass,65.63,8.124e-9,11.24e-9,45.17e-6,91.04,125.2e6,2.567e6,125.3e6,1.469e-3,47.02,2,2,2,2,2,2,2,1,2,2,2,2,100.2e6,-47
2.192e3,nom,8e-6,14,2,13,22,230,21,432,260,8,4,pass,62.3,8.437e-9,11.18e-9,38.18e-6,83.48,114e6,2.244e6,115.5e6,1.469e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,98.18e6,-48.54
2.193e3,nom,8e-6,14,2,13,22,230,31,648,390,12,6,pass,61.67,8.643e-9,11.19e-9,34.48e-6,84.82,108.1e6,2.042e6,109.5e6,1.469e-3,48.14,2,2,2,2,2,2,2,1,2,2,2,2,94.08e6,-49.02
2.194e3,nom,8e-6,14,2,13,22,345,7,216,159,4,2,pass,65.35,7.936e-9,11.36e-9,50.55e-6,99.91,131.4e6,2.677e6,132.7e6,2.143e-3,46.17,2,2,2,2,2,2,2,1,2,2,2,2,91.86e6,-46.1
2.195e3,nom,8e-6,14,2,13,22,345,14,432,276,6,3,pass,62.79,8.244e-9,11.2e-9,42.43e-6,89.3,114.1e6,2.273e6,115.6e6,2.143e-3,47.46,2,2,2,2,2,2,2,1,2,2,2,2,93.45e6,-47.92
2.196e3,nom,8e-6,14,2,13,22,345,21,648,390,8,4,pass,62.32,8.458e-9,11.18e-9,38.18e-6,83.07,104.3e6,2.047e6,105.2e6,2.143e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,89.62e6,-48.53
2.197e3,nom,8e-6,14,2,13,44,115,42,216,130,8,4,pass,59.44,6.742e-9,10.07e-9,34.41e-6,84.55,245.1e6,4.349e6,246.2e6,909e-6,46.61,2,2,2,2,2,2,2,1,2,2,2,2,186.8e6,-47.29
2.198e3,nom,8e-6,14,2,13,44,115,83,432,260,16,8,pass,58.94,6.979e-9,10.06e-9,29.19e-6,71.59,191.1e6,3.94e6,192.5e6,909.2e-6,46.91,2,2,2,2,2,2,2,1,2,2,2,2,215.5e6,-47.86
2.199e3,nom,8e-6,14,2,13,44,115,124,648,390,24,12,pass,58.78,7.116e-9,10.07e-9,26.59e-6,66.69,171.6e6,3.685e6,173.6e6,909.4e-6,46.94,2,2,2,2,2,2,2,1,2,2,2,2,213.4e6,-47.98
2.2e3,nom,8e-6,14,2,13,44,230,21,216,130,4,2,pass,60.25,6.521e-9,10.17e-9,40.78e-6,85.57,204.3e6,4.534e6,205.5e6,1.583e-3,45.83,2,2,2,2,2,2,2,1,2,2,2,2,188.4e6,-46.14
2.201e3,nom,8e-6,14,2,13,44,230,42,432,260,8,4,pass,59.49,6.751e-9,10.07e-9,34.41e-6,83.86,195.2e6,3.964e6,196e6,1.583e-3,46.6,2,2,2,2,2,2,2,1,2,2,2,2,197.2e6,-47.28
2.202e3,nom,8e-6,14,2,13,44,230,62,648,390,12,6,pass,59,6.894e-9,10.06e-9,31.29e-6,75.31,170.4e6,3.657e6,172.5e6,1.583e-3,46.83,2,2,2,2,2,2,2,1,2,2,2,2,196.9e6,-47.71
2.203e3,nom,8e-6,14,2,13,44,345,14,216,159,4,2,pass,61.59,6.396e-9,10.27e-9,44.93e-6,101.1,262.7e6,4.696e6,265.3e6,2.257e-3,45.03,2,2,2,2,2,2,2,1,2,2,2,2,162.5e6,-44.99
2.204e3,nom,8e-6,14,2,13,44,345,28,432,276,6,3,pass,59.83,6.618e-9,10.12e-9,38.01e-6,87.74,191.9e6,4.002e6,193.3e6,2.257e-3,46.22,2,2,2,2,2,2,2,1,2,2,2,2,182e6,-46.71
2.205e3,nom,8e-6,14,2,13,44,345,42,648,390,8,4,pass,59.51,6.762e-9,10.07e-9,34.4e-6,83.14,174e6,3.653e6,176.4e6,2.258e-3,46.6,2,2,2,2,2,2,2,1,2,2,2,2,181.3e6,-47.27
2.206e3,nom,8e-6,14,2,13,66,115,62,216,130,8,4,pass,56.68,6.06e-9,9.817e-9,33.37e-6,74.7,343.7e6,5.954e6,346.3e6,1.021e-3,45.67,2,2,2,2,2,2,2,1,2,2,2,2,247.8e6,-46.42
2.207e3,nom,8e-6,14,2,13,66,115,124,432,260,16,8,pass,56.56,6.238e-9,9.772e-9,28.47e-6,64.88,243.8e6,5.453e6,245e6,1.021e-3,45.93,2,2,2,2,2,2,2,1,2,2,2,2,324.4e6,-46.87
2.208e3,nom,8e-6,14,2,13,66,115,186,648,390,24,12,pass,56.49,6.335e-9,9.767e-9,26.08e-6,60.54,243.7e6,5.061e6,244.7e6,1.022e-3,45.94,2,2,2,2,2,2,2,1,2,2,2,2,328e6,-46.96
2.209e3,nom,8e-6,14,2,13,66,230,31,216,130,4,2,pass,57.09,5.889e-9,9.924e-9,39.3e-6,83.11,269.4e6,6.192e6,272.6e6,1.695e-3,44.94,2,2,2,2,2,2,2,1,2,2,2,2,248.9e6,-45.33
2.21e3,nom,8e-6,14,2,13,66,230,62,432,260,8,4,pass,56.73,6.066e-9,9.816e-9,33.37e-6,80.09,260.2e6,5.491e6,262.1e6,1.695e-3,45.67,2,2,2,2,2,2,2,1,2,2,2,2,289.1e6,-46.4
2.211e3,nom,8e-6,14,2,13,66,230,93,648,390,12,6,pass,56.64,6.174e-9,9.784e-9,30.38e-6,75.49,236.5e6,5.025e6,238.7e6,1.696e-3,45.86,2,2,2,2,2,2,2,1,2,2,2,2,295.5e6,-46.73
2.212e3,nom,8e-6,14,2,13,66,345,21,216,159,4,2,pass,58.44,5.793e-9,10.01e-9,43.03e-6,91.52,432.3e6,6.411e6,434.7e6,2.369e-3,44.17,2,2,2,2,2,2,2,1,2,2,2,2,210.9e6,-44.12
2.213e3,nom,8e-6,14,2,13,66,345,42,432,276,6,3,pass,57.26,5.969e-9,9.867e-9,36.58e-6,79.78,238.5e6,5.549e6,240.6e6,2.369e-3,45.31,2,2,2,2,2,2,2,1,2,2,2,2,260.7e6,-45.77
2.214e3,nom,8e-6,14,2,13,66,345,62,648,390,8,4,pass,56.74,6.074e-9,9.816e-9,33.36e-6,80.27,227.9e6,5.015e6,230.9e6,2.37e-3,45.67,2,2,2,2,2,2,2,1,2,2,2,2,277.4e6,-46.4
2.215e3,nom,8e-6,14,2,26,22,115,21,216,130,8,4,pass,64.34,7.351e-9,9.076e-9,31.41e-6,84.17,156.8e6,2.718e6,157.1e6,795.9e-6,48.82,2,2,2,2,2,2,2,1,2,2,2,2,115.2e6,-49.5
2.216e3,nom,8e-6,14,2,26,22,115,42,432,260,16,8,pass,63.77,7.639e-9,9.107e-9,25.91e-6,76.76,140.6e6,2.441e6,142.5e6,796.2e-6,49.25,2,2,2,2,2,2,2,1,2,2,2,2,113.8e6,-50.15
2.217e3,nom,8e-6,14,2,26,22,115,62,648,390,24,12,pass,63.24,7.806e-9,9.158e-9,23.23e-6,76.97,136.6e6,2.266e6,138.3e6,796.3e-6,49.35,2,2,2,2,2,2,2,1,2,2,2,2,108.2e6,-50.41
2.218e3,nom,8e-6,14,2,26,22,230,11,216,130,4,2,pass,68.96,7.119e-9,9.144e-9,37.42e-6,86.52,148e6,2.867e6,149.6e6,1.47e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,108.7e6,-47.81
2.219e3,nom,8e-6,14,2,26,22,230,21,432,260,8,4,pass,64.42,7.364e-9,9.076e-9,31.41e-6,85.75,140e6,2.471e6,141.9e6,1.47e-3,48.82,2,2,2,2,2,2,2,1,2,2,2,2,106.1e6,-49.48
2.22e3,nom,8e-6,14,2,26,22,230,31,648,390,12,6,pass,63.62,7.532e-9,9.083e-9,28.2e-6,83.06,130e6,2.261e6,130.9e6,1.47e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,101.5e6,-50.01
2.221e3,nom,8e-6,14,2,26,22,345,7,216,159,4,2,pass,69.22,6.971e-9,9.26e-9,42.02e-6,100.3,164.6e6,2.989e6,166e6,2.144e-3,46.98,2,2,2,2,2,2,2,1,2,2,2,2,99.96e6,-46.84
2.222e3,nom,8e-6,14,2,26,22,345,14,432,276,6,3,pass,65.14,7.213e-9,9.107e-9,35.07e-6,88.4,137.4e6,2.507e6,139.3e6,2.144e-3,48.35,2,2,2,2,2,2,2,1,2,2,2,2,101e6,-48.81
2.223e3,nom,8e-6,14,2,26,22,345,21,648,390,8,4,pass,64.45,7.381e-9,9.077e-9,31.41e-6,84.88,126.6e6,2.272e6,126.8e6,2.145e-3,48.82,2,2,2,2,2,2,2,1,2,2,2,2,96.53e6,-49.47
2.224e3,nom,8e-6,14,2,26,44,115,42,216,130,8,4,pass,62.46,5.566e-9,7.617e-9,26.99e-6,75.44,330.3e6,4.871e6,332.1e6,912.4e-6,47.87,2,2,2,2,2,2,2,1,2,2,2,2,215.3e6,-48.58
2.225e3,nom,8e-6,14,2,26,44,115,83,432,260,16,8,pass,61.73,5.749e-9,7.591e-9,22.59e-6,65.38,237.3e6,4.428e6,239.3e6,912.6e-6,48.24,2,2,2,2,2,2,2,1,2,2,2,2,232.8e6,-49.22
2.226e3,nom,8e-6,14,2,26,44,115,124,648,390,24,12,pass,61.5,5.856e-9,7.599e-9,20.37e-6,60.43,209.9e6,4.1e6,211.7e6,912.7e-6,48.31,2,2,2,2,2,2,2,1,2,2,2,2,224.9e6,-49.39
2.227e3,nom,8e-6,14,2,26,44,230,21,216,130,4,2,pass,63.82,5.395e-9,7.716e-9,32.28e-6,87.79,279.7e6,5.107e6,283.6e6,1.586e-3,47.02,2,2,2,2,2,2,2,1,2,2,2,2,214.1e6,-47.33
2.228e3,nom,8e-6,14,2,26,44,230,42,432,260,8,4,pass,62.52,5.573e-9,7.616e-9,26.98e-6,80.15,250.5e6,4.484e6,250.7e6,1.587e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,219.9e6,-48.56
2.229e3,nom,8e-6,14,2,26,44,230,62,648,390,12,6,pass,61.83,5.682e-9,7.595e-9,24.37e-6,75.84,228.3e6,4.086e6,231.1e6,1.587e-3,48.14,2,2,2,2,2,2,2,1,2,2,2,2,211.3e6,-49.05
2.23e3,nom,8e-6,14,2,26,44,345,14,216,159,4,2,pass,66.23,5.302e-9,7.815e-9,35.71e-6,92.68,402.8e6,5.337e6,403.3e6,2.26e-3,46.16,2,2,2,2,2,2,2,1,2,2,2,2,180.7e6,-46.1
2.231e3,nom,8e-6,14,2,26,44,345,28,432,276,6,3,pass,63.12,5.471e-9,7.664e-9,29.99e-6,85.34,247e6,4.543e6,247.9e6,2.261e-3,47.45,2,2,2,2,2,2,2,1,2,2,2,2,206.1e6,-47.94
2.232e3,nom,8e-6,14,2,26,44,345,42,648,390,8,4,pass,62.55,5.582e-9,7.617e-9,26.98e-6,80.25,219.9e6,4.098e6,222.8e6,2.261e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,200.8e6,-48.56
2.233e3,nom,8e-6,14,2,26,66,115,62,216,130,8,4,pass,60.7,4.796e-9,7.098e-9,25.32e-6,59.86,457e6,6.777e6,459.5e6,1.028e-3,47.18,2,2,2,2,2,2,2,1,2,2,2,2,305.5e6,-47.98
2.234e3,nom,8e-6,14,2,26,66,115,124,432,260,16,8,pass,60.35,4.928e-9,7.045e-9,21.3e-6,53.26,358.7e6,6.148e6,361.5e6,1.028e-3,47.51,2,2,2,2,2,2,2,1,2,2,2,2,353.8e6,-48.5
2.235e3,nom,8e-6,14,2,26,66,115,186,648,390,24,12,pass,60.21,5.004e-9,7.034e-9,19.3e-6,51.6,265.9e6,5.75e6,268.3e6,1.028e-3,47.56,2,2,2,2,2,2,2,1,2,2,2,2,345.1e6,-48.63
2.236e3,nom,8e-6,14,2,26,66,230,31,216,130,4,2,pass,61.67,4.669e-9,7.209e-9,30.13e-6,81.45,410.1e6,7.125e6,412.3e6,1.701e-3,46.37,2,2,2,2,2,2,2,1,2,2,2,2,292e6,-46.8
2.237e3,nom,8e-6,14,2,26,66,230,62,432,260,8,4,pass,60.75,4.801e-9,7.097e-9,25.32e-6,72.83,349.8e6,6.229e6,353.7e6,1.702e-3,47.18,2,2,2,2,2,2,2,1,2,2,2,2,329.4e6,-47.96
2.238e3,nom,8e-6,14,2,26,66,230,93,648,390,12,6,pass,60.52,4.882e-9,7.061e-9,22.87e-6,67.98,311e6,5.741e6,311.9e6,1.702e-3,47.42,2,2,2,2,2,2,2,1,2,2,2,2,320.7e6,-48.33
2.239e3,nom,8e-6,14,2,26,66,345,21,216,159,4,2,pass,64.37,4.601e-9,7.301e-9,33.12e-6,80.52,475.1e6,7.422e6,477.5e6,2.375e-3,45.54,2,2,2,2,2,2,2,1,2,2,2,2,241.1e6,-45.5
2.24e3,nom,8e-6,14,2,26,66,345,42,432,276,6,3,pass,61.68,4.729e-9,7.151e-9,27.93e-6,75.27,310e6,6.313e6,311.2e6,2.376e-3,46.77,2,2,2,2,2,2,2,1,2,2,2,2,309.2e6,-47.28
2.241e3,nom,8e-6,14,2,26,66,345,62,648,390,8,4,pass,60.77,4.807e-9,7.097e-9,25.32e-6,75.3,300.1e6,5.753e6,302.7e6,2.376e-3,47.18,2,2,2,2,2,2,2,1,2,2,2,2,306.2e6,-47.96
2.251e3,nom,8e-6,14,2,39,44,115,42,216,130,8,4,pass,63.85,5.085e-9,6.651e-9,23.96e-6,69.02,375.4e6,5.17e6,377.4e6,913.9e-6,48.45,2,2,2,2,2,2,2,1,2,2,2,2,230.4e6,-49.17
2.252e3,nom,8e-6,14,2,39,44,115,83,432,260,16,8,pass,62.97,5.245e-9,6.623e-9,19.92e-6,61.12,303.6e6,4.68e6,305e6,914.2e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,236e6,-49.85
2.253e3,nom,8e-6,14,2,39,44,115,124,648,390,24,12,pass,62.7,5.339e-9,6.628e-9,17.86e-6,56.64,262.3e6,4.345e6,263.9e6,914.3e-6,48.95,2,2,2,2,2,2,2,1,2,2,2,2,228.1e6,-50.04
2.254e3,nom,8e-6,14,2,39,44,230,21,216,130,4,2,pass,65.61,4.936e-9,6.749e-9,28.8e-6,85.25,320.6e6,5.46e6,321.6e6,1.588e-3,47.55,2,2,2,2,2,2,2,1,2,2,2,2,228.4e6,-47.86
