ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
1.7E-05,10,4,26,44,115,42,216,106,16,8,62.45,5.55E-09,7.608E-09,2.7E-05,60.51,408300000,6588000,409600000,0.0009277,47.86,323500000,-48.56
8E-06,12,2,52,44,115,42,216,119,8,4,64.77,4.803E-09,6.106E-09,2.22E-05,60.42,378400000,6157000,380800000,0.0009149,48.81,277200000,-49.52
1.4E-05,10,2,52,44,230,42,432,211,8,4,64.94,3.729E-09,5.372E-09,2.264E-05,60.4,576700000,10270000,581900000,0.002692,47.69,491700000,-47.98
8E-06,12,2,26,44,115,83,432,237,16,8,61.73,5.748E-09,7.591E-09,2.259E-05,60.39,262700000,4995000,264700000,0.0009126,48.24,267300000,-49.22
1.4E-05,6,2,13,44,230,42,432,146,8,4,53.31,5.779E-09,9.864E-09,3.737E-05,60.38,443600000,11500000,449100000,0.002678,45.04,683800000,-45.23
1.7E-05,8,8,26,88,460,42,432,181,16,8,61.66,5.584E-09,7.626E-09,2.697E-05,60.37,326500000,7000000,328600000,0.0016,47.62,356100000,-48.51
2E-05,12,8,13,88,115,83,216,119,32,16,58.2,6.629E-09,9.924E-09,2.986E-05,60.36,305600000,5555000,306700000,0.0006811,46.34,315000000,-47.4
2E-05,14,4,52,88,230,42,216,130,8,4,65.66,3.237E-09,5.101E-09,2.303E-05,60.33,713500000,11720000,718100000,0.00215,46.53,525800000,-46.69
1.7E-05,12,4,26,44,115,83,432,237,32,16,61.72,5.73E-09,7.582E-09,2.26E-05,60.29,257100000,5022000,258200000,0.0009281,48.23,266100000,-49.21
1.4E-05,12,2,13,44,115,166,864,473,32,16,53.34,6.095E-09,9.732E-09,2.736E-05,60.26,233300000,5775000,235700000,0.001537,45.77,374300000,-46.54
1.1E-05,12,4,26,88,230,83,432,237,16,8,60.7,5.102E-09,7.2E-09,2.321E-05,60.2,354100000,6372000,357400000,0.001215,47.5,351500000,-48.51
2E-05,10,4,26,88,230,42,216,106,8,4,60.17,4.045E-09,6.92E-09,2.939E-05,60.2,606400000,13800000,609800000,0.002141,45.28,682700000,-45.42
1.7E-05,6,4,13,88,460,42,432,146,8,4,54.62,5.55E-09,9.886E-09,3.854E-05,60.19,473500000,13180000,477600000,0.00318,44.18,801500000,-44.43
2E-05,8,2,26,44,230,42,432,181,8,4,55.26,4.034E-09,6.92E-09,2.945E-05,60.19,583000000,14370000,589200000,0.003762,45.46,767300000,-45.33
1.7E-05,6,4,26,22,115,21,216,73,16,8,64.12,7.325E-09,9.061E-09,3.141E-05,60.15,338800000,5651000,341500000,0.0008106,48.81,259600000,-49.48
1.7E-05,10,2,26,44,115,42,216,106,8,4,58.24,4.231E-09,6.966E-09,2.889E-05,60.15,574900000,12070000,580400000,0.001856,46,601300000,-46.1
1.1E-05,12,2,52,88,460,83,864,473,8,4,62.53,3.116E-09,4.886E-09,1.961E-05,60.13,551300000,10860000,557100000,0.004278,47.19,576700000,-47.74
5E-06,8,2,26,88,460,42,432,181,4,2,61.62,5.028E-09,7.301E-09,2.752E-05,60.12,394900000,8592000,395500000,0.002037,47.06,450600000,-47.76
1.1E-05,10,2,52,44,230,42,432,211,8,4,65.12,4.15E-09,5.64E-09,2.242E-05,60.12,428000000,8423000,432600000,0.002145,48.23,399100000,-48.7
2E-05,14,4,13,88,115,166,432,260,32,16,51.48,5.612E-09,9.745E-09,2.925E-05,60.12,342100000,7623000,345000000,0.001337,44.68,492600000,-45.45
2E-05,8,8,26,88,460,42,432,181,16,8,61.64,5.228E-09,7.413E-09,2.73E-05,60.09,362600000,7936000,366900000,0.001868,47.29,413300000,-48.06
2E-05,6,4,13,22,115,42,432,146,32,16,61.46,8.211E-09,1.086E-08,3.234E-05,60.08,232100000,4880000,234600000,0.0009452,47.97,259400000,-48.78
1.7E-05,8,4,52,44,230,21,216,91,8,4,66.92,4.652E-09,6.194E-09,2.676E-05,60.06,476500000,9278000,479900000,0.001607,47.87,389900000,-48.16
2E-05,6,2,52,22,230,21,432,146,8,4,67.83,4.292E-09,5.941E-09,2.68E-05,60.06,584000000,11260000,589500000,0.003494,47.64,478000000,-47.53
8E-06,8,2,13,88,230,42,216,91,4,2,54.68,5.555E-09,9.886E-09,3.85E-05,60.04,589400000,12390000,593000000,0.001805,44.2,510400000,-44.46
8E-06,6,2,13,88,460,83,864,291,8,4,54.28,5.699E-09,9.775E-09,3.292E-05,60.02,392800000,9839000,393700000,0.003154,44.9,645600000,-45.57
1.7E-05,12,2,26,88,230,83,432,237,8,4,49.05,3.566E-09,6.808E-09,2.736E-05,60.02,603000000,15680000,607300000,0.003674,44.38,942100000,-44.36
2E-05,6,8,13,44,230,42,432,146,32,16,60.83,8.24E-09,1.087E-08,3.231E-05,60.01,226800000,4911000,229600000,0.0009436,47.74,261000000,-48.75
1.7E-05,12,2,52,22,115,83,864,473,32,16,64.31,4.907E-09,6.04E-09,1.84E-05,59.99,253800000,4708000,254400000,0.001625,49.44,230300000,-50.22
8E-06,6,8,13,88,460,42,432,146,16,8,60,8.903E-09,1.131E-08,3.175E-05,59.98,196700000,4235000,197200000,0.0007794,47.8,228500000,-49.1
2E-05,10,4,26,44,115,42,216,106,16,8,62.18,5.199E-09,7.399E-09,2.733E-05,59.98,454700000,7534000,458000000,0.001083,47.53,373400000,-48.12
2E-05,10,2,26,44,115,42,216,106,8,4,55.21,4.033E-09,6.921E-09,2.945E-05,59.97,630400000,13790000,630500000,0.002162,45.47,681700000,-45.35
1.7E-05,6,8,26,44,230,21,216,73,16,8,63.12,7.353E-09,9.08E-09,3.141E-05,59.94,296700000,5700000,299300000,0.000809,48.56,261000000,-49.45
1.4E-05,12,2,52,88,460,83,864,473,8,4,61.38,2.848E-09,4.783E-09,2.005E-05,59.91,638000000,13110000,639400000,0.005369,46.57,709100000,-46.93
1.4E-05,12,4,26,88,230,83,432,237,16,8,60.27,4.658E-09,6.977E-09,2.382E-05,59.91,412700000,7709000,414800000,0.001527,47.03,432100000,-47.9
1.1E-05,8,2,13,44,115,42,216,91,8,4,57.08,6.137E-09,9.894E-09,3.597E-05,59.9,475200000,9012000,477700000,0.001226,45.78,480100000,-46.23
1.1E-05,14,8,26,88,230,166,864,511,62,31,60.95,7.198E-09,8.54E-09,1.813E-05,59.88,146700000,2769000,148200000,0.000611,48.57,145200000,-50.03
8E-06,6,2,26,22,115,21,216,73,8,4,64.34,7.347E-09,9.075E-09,3.141E-05,59.85,312000000,5615000,312700000,0.0007959,48.82,257100000,-49.5
8E-06,8,2,26,22,115,83,864,361,32,16,63.21,7.922E-09,9.204E-09,2.141E-05,59.85,175000000,3099000,177000000,0.0007963,49.37,152400000,-50.46
1.1E-05,12,2,26,44,115,83,432,237,16,8,60.94,5.058E-09,7.176E-09,2.326E-05,59.85,320300000,6414000,321100000,0.001232,47.71,354100000,-48.52
1.4E-05,6,2,13,44,230,83,864,291,16,8,53.25,5.939E-09,9.772E-09,3.19E-05,59.85,364200000,8727000,368200000,0.002679,45.61,553400000,-46.18
1.7E-05,12,2,52,88,460,83,864,473,8,4,59.24,2.669E-09,4.737E-09,2.047E-05,59.85,714000000,15280000,721600000,0.006448,46,834800000,-46.16
2E-05,12,4,26,88,230,83,432,237,16,8,58.74,4.129E-09,6.794E-09,2.494E-05,59.85,511600000,10150000,513200000,0.002142,46.18,589500000,-46.82
1.7E-05,8,8,52,88,460,21,216,91,8,4,65.38,4.676E-09,6.211E-09,2.676E-05,59.83,518300000,9267000,520800000,0.001602,47.61,389100000,-48.1
8E-06,8,2,52,44,230,21,216,91,4,2,66.89,4.664E-09,6.203E-09,2.676E-05,59.82,485900000,9184000,488200000,0.001589,47.88,386400000,-48.18
1.7E-05,12,4,26,88,230,83,432,237,16,8,59.63,4.352E-09,6.857E-09,2.44E-05,59.82,464800000,8995000,468600000,0.001836,46.59,509300000,-47.34
1.7E-05,10,4,52,88,460,42,432,211,8,4,65.21,3.461E-09,5.216E-09,2.282E-05,59.8,624700000,12010000,625700000,0.003198,46.99,573200000,-47.31
2E-05,6,8,26,44,230,21,216,73,16,8,63.26,6.84E-09,8.694E-09,3.155E-05,59.79,367600000,6516000,370700000,0.0009447,48.28,300900000,-49.05
2E-05,8,8,26,44,230,83,864,355,62,31,62.19,7.357E-09,8.761E-09,2.164E-05,59.75,187400000,3581000,189100000,0.0009458,48.97,178600000,-50.19
1.1E-05,8,2,26,88,460,42,432,181,4,2,58.89,3.883E-09,6.899E-09,2.995E-05,59.72,616900000,16050000,619400000,0.004266,44.74,870200000,-44.71
1.1E-05,14,4,26,44,115,166,864,511,62,31,61.86,7.15E-09,8.506E-09,1.815E-05,59.72,151400000,2761000,152400000,0.0006139,48.79,143700000,-50.06
5E-06,14,4,26,88,230,166,864,520,32,16,60.96,7.364E-09,8.664E-09,1.805E-05,59.69,146700000,2657000,148100000,0.0005766,48.62,141800000,-50.09
1.7E-05,14,2,52,44,115,42,216,130,8,4,64.47,3.434E-09,5.203E-09,2.285E-05,59.69,676600000,10180000,680000000,0.001863,47.2,458200000,-47.32
1.1E-05,12,2,13,88,115,83,216,119,8,4,47.88,5.353E-09,9.89E-09,3.507E-05,59.67,529700000,10580000,532200000,0.001516,43.91,416700000,-44.24
1.7E-05,10,2,52,44,230,42,432,211,8,4,64.58,3.435E-09,5.203E-09,2.285E-05,59.65,655800000,12100000,659400000,0.003235,47.19,582000000,-47.3
2E-05,8,4,26,22,115,83,864,355,62,31,63.09,7.328E-09,8.743E-09,2.165E-05,59.64,191800000,3556000,193100000,0.0009472,49.19,176200000,-50.21
1.4E-05,12,2,26,44,115,83,432,237,16,8,59.6,4.623E-09,6.962E-09,2.387E-05,59.6,370200000,7742000,373800000,0.001546,47.23,432600000,-47.91
2E-05,8,4,26,88,460,42,432,181,8,4,60.22,4.046E-09,6.919E-09,2.939E-05,59.6,565200000,14310000,572100000,0.003723,45.27,768100000,-45.41
8E-06,12,4,13,88,230,166,864,473,32,16,58.52,7.276E-09,1.012E-08,2.481E-05,59.58,165800000,3832000,167100000,0.0008956,46.73,231200000,-47.99
1.7E-05,12,2,26,44,115,83,432,237,16,8,57.57,4.328E-09,6.85E-09,2.446E-05,59.56,413700000,9019000,416500000,0.001856,46.78,514200000,-47.32
8E-06,8,2,13,44,115,42,216,91,8,4,59.44,6.742E-09,1.007E-08,3.441E-05,59.55,397400000,7052000,397500000,0.000909,46.61,377300000,-47.29
1.1E-05,6,4,13,88,460,42,432,146,8,4,58.36,6.177E-09,9.898E-09,3.584E-05,59.53,378100000,9501000,381100000,0.002107,45.58,558300000,-46.23
8E-06,14,2,13,88,115,166,432,260,16,8,54.19,5.829E-09,9.717E-09,2.827E-05,59.51,282100000,6783000,285200000,0.001131,45.13,443100000,-46.03
1.1E-05,12,2,26,88,230,83,432,237,8,4,57.43,3.955E-09,6.764E-09,2.548E-05,59.49,486500000,11410000,488900000,0.002448,45.78,664100000,-46.29
2E-05,12,4,52,44,230,83,864,473,32,16,63.81,4.572E-09,5.79E-09,1.852E-05,59.48,277100000,5364000,280500000,0.001878,49.02,265500000,-49.92
1.1E-05,6,8,13,44,230,83,864,287,62,31,60.85,1.092E-08,1.27E-08,2.564E-05,59.46,119700000,2424000,120700000,0.000534,48.58,123900000,-50.01
8E-06,12,2,26,88,230,83,432,237,8,4,59.66,4.362E-09,6.86E-09,2.438E-05,59.42,408400000,8946000,410400000,0.001816,46.61,509900000,-47.35
2E-05,12,2,26,44,115,83,432,237,16,8,54.88,4.115E-09,6.793E-09,2.499E-05,59.42,529300000,10140000,532800000,0.002163,46.37,589800000,-46.76
1.1E-05,12,4,13,44,115,166,864,466,62,31,59.94,8.415E-09,1.078E-08,2.345E-05,59.41,128300000,2806000,128900000,0.000612,47.59,154900000,-48.83
2E-05,6,4,26,22,115,21,216,73,16,8,64.4,6.817E-09,8.678E-09,3.156E-05,59.37,341200000,6462000,344700000,0.0009463,48.53,299300000,-49.09
1.7E-05,14,4,13,88,115,166,432,260,32,16,54.12,5.819E-09,9.717E-09,2.83E-05,59.36,315700000,6814000,315800000,0.001148,45.11,438500000,-46.01
1.7E-05,12,4,13,44,115,166,864,466,62,31,58.73,7.188E-09,1.009E-08,2.493E-05,59.35,168300000,3874000,170000000,0.0009251,46.91,229800000,-47.97
1.1E-05,6,4,13,22,115,83,864,287,62,31,61.82,1.087E-08,1.266E-08,2.567E-05,59.33,123000000,2412000,123500000,0.0005357,48.79,121400000,-50.03
2E-05,8,4,52,44,230,21,216,91,8,4,67.85,4.317E-09,5.959E-09,2.68E-05,59.32,532100000,10720000,536800000,0.001876,47.45,447700000,-47.57
1.4E-05,12,2,26,88,230,83,432,237,8,4,53.68,3.716E-09,6.766E-09,2.647E-05,59.31,650200000,13660000,652800000,0.003068,45.04,814500000,-45.31
1.7E-05,12,8,13,88,230,166,864,466,62,31,58.48,7.225E-09,1.01E-08,2.487E-05,59.27,164800000,3885000,166000000,0.0009215,46.7,232900000,-47.95
1.7E-05,14,8,52,88,230,83,432,260,32,16,62.77,4.962E-09,6.088E-09,1.838E-05,59.25,300100000,4898000,302100000,0.0009274,49,239500000,-50.19
2E-05,10,4,52,88,460,42,432,211,8,4,65.73,3.238E-09,5.101E-09,2.303E-05,59.25,694000000,13810000,700800000,0.003732,46.53,662400000,-46.68
1.7E-05,6,2,52,22,230,42,864,291,16,8,65.49,4.762E-09,6.072E-09,2.221E-05,59.24,391500000,7234000,392700000,0.002996,49.01,334600000,-49.48
1.1E-05,8,8,26,88,460,83,864,361,32,16,61.17,6.972E-09,8.458E-09,2.182E-05,59.23,203700000,3951000,204600000,0.001057,48.59,205500000,-49.95
5E-06,8,4,26,88,460,83,864,361,16,8,61.18,7.13E-09,8.575E-09,2.175E-05,59.21,199600000,3786000,199700000,0.001003,48.65,199100000,-50.03
2E-05,6,4,13,44,230,83,864,291,32,16,58.02,6.613E-09,9.915E-09,2.992E-05,59.2,290800000,6643000,293900000,0.00187,46.56,398500000,-47.4
2E-05,12,8,52,88,460,83,864,473,32,16,62.87,4.598E-09,5.807E-09,1.851E-05,59.2,270300000,5375000,273400000,0.001872,48.79,267100000,-49.89
5E-06,14,2,26,44,115,166,864,520,32,16,61.88,7.273E-09,8.594E-09,1.809E-05,59.19,154400000,2684000,155000000,0.0005871,48.82,140100000,-50.1
1.7E-05,14,8,26,88,230,166,864,511,62,31,60.73,5.942E-09,7.622E-09,1.89E-05,59.19,199300000,3877000,199300000,0.000925,48.08,215700000,-49.37
2E-05,6,8,13,22,115,83,864,285,122,61,61.89,1.149E-08,1.318E-08,2.536E-05,59.16,109700000,2172000,111000000,0.0004832,48.92,103500000,-50.21
1.7E-05,6,4,52,44,460,42,864,291,16,8,64.9,4.796E-09,6.096E-09,2.22E-05,59.15,377700000,7174000,380800000,0.002964,48.8,331400000,-49.48
5E-06,14,4,26,88,115,83,216,130,16,8,61.11,7.106E-09,8.575E-09,2.176E-05,59.12,203900000,3224000,204600000,0.0003634,48.65,156800000,-50.05
1.1E-05,8,2,26,22,115,83,864,361,32,16,62.92,6.872E-09,8.384E-09,2.188E-05,59.12,218600000,3969000,221100000,0.001075,49.02,204000000,-49.99
8E-06,10,2,52,88,460,42,432,211,4,2,65.2,3.47E-09,5.221E-09,2.282E-05,59.11,636800000,11970000,637800000,0.003171,47.01,568800000,-47.33
2E-05,6,2,13,22,115,83,864,291,32,16,54.73,6.595E-09,9.912E-09,2.998E-05,59.1,297900000,6631000,300500000,0.001887,46.74,400900000,-47.34
1.1E-05,12,2,52,44,115,42,216,119,8,4,65.03,4.148E-09,5.641E-09,2.242E-05,59.09,467300000,8040000,471000000,0.001235,48.23,368500000,-48.72
8E-06,8,4,52,88,460,21,216,91,4,2,65.29,4.715E-09,6.239E-09,2.676E-05,59.08,524700000,9071000,527600000,0.001565,47.65,383500000,-48.16
1.1E-05,6,2,52,44,460,21,432,146,4,2,69.08,4.042E-09,5.774E-09,2.683E-05,59.08,625600000,12580000,626500000,0.003963,47.02,536500000,-46.97
1.7E-05,12,4,52,44,115,42,216,119,16,8,64.78,4.788E-09,6.096E-09,2.221E-05,59.07,423600000,6192000,426100000,0.0009302,48.8,278800000,-49.51
5E-06,12,2,26,88,230,83,432,237,8,4,60.74,5.175E-09,7.24E-09,2.313E-05,59.06,359100000,6187000,362100000,0.001169,47.57,340300000,-48.6
8E-06,14,2,52,88,230,42,216,130,4,2,65.14,3.468E-09,5.222E-09,2.282E-05,59.03,666700000,10060000,669600000,0.001822,47.01,449400000,-47.34
1.4E-05,6,4,13,22,115,83,864,287,62,31,61.62,9.838E-09,1.187E-08,2.625E-05,59.03,145400000,2914000,147000000,0.0006735,48.54,150600000,-49.68
2E-05,6,8,13,88,460,83,864,291,32,16,58.26,6.64E-09,9.923E-09,2.986E-05,59.03,281900000,6625000,285300000,0.001864,46.34,395800000,-47.38
2E-05,14,8,13,88,115,166,432,256,62,31,58,6.831E-09,9.935E-09,2.552E-05,59.03,217600000,4497000,219600000,0.0006816,46.4,270000000,-47.6
1.7E-05,14,4,26,44,115,166,864,511,62,31,61.45,5.907E-09,7.601E-09,1.893E-05,59.02,204900000,3863000,205900000,0.0009285,48.3,212900000,-49.4
2E-05,14,8,26,88,230,166,864,511,62,31,60.58,5.547E-09,7.364E-09,1.923E-05,59.02,222600000,4412000,225100000,0.00108,47.86,248600000,-49.08
1.7E-05,6,8,13,44,230,83,864,287,62,31,60.57,9.131E-09,1.135E-08,2.674E-05,59.01,161900000,3402000,162600000,0.0008085,48.09,181700000,-49.35
8E-06,6,2,52,44,460,42,864,291,8,4,64.89,4.811E-09,6.106E-09,2.22E-05,59,380400000,7099000,383100000,0.002938,48.81,331500000,-49.5
8E-06,6,4,13,44,230,83,864,291,32,16,60.59,9.205E-09,1.14E-08,2.669E-05,58.99,163300000,3347000,164200000,0.0007845,48.11,178900000,-49.38
2E-05,10,4,13,88,230,166,864,421,32,16,51.51,5.616E-09,9.745E-09,2.924E-05,58.98,330900000,8335000,333400000,0.002128,44.68,580600000,-45.44
1.4E-05,10,4,52,88,460,42,432,211,8,4,64.68,3.762E-09,5.391E-09,2.261E-05,58.97,482500000,10180000,485500000,0.00266,47.48,486700000,-47.97
2E-05,6,8,13,44,230,83,864,287,62,31,60.39,8.563E-09,1.096E-08,2.72E-05,58.92,180500000,3845000,182700000,0.0009441,47.86,208000000,-49.06
2E-05,8,8,52,88,460,21,216,91,8,4,66.34,4.339E-09,5.974E-09,2.679E-05,58.91,512400000,10710000,514600000,0.00187,47.19,450500000,-47.51
2E-05,12,8,52,88,230,42,216,119,16,8,63.87,4.46E-09,5.857E-09,2.23E-05,58.9,458100000,7183000,461400000,0.001082,48.27,320200000,-49.06
1.7E-05,6,4,13,22,115,83,864,287,62,31,61.35,9.094E-09,1.133E-08,2.676E-05,58.87,165900000,3382000,167200000,0.0008101,48.3,178800000,-49.37
8E-06,6,8,13,88,460,83,864,291,32,16,59.69,9.263E-09,1.144E-08,2.665E-05,58.86,157200000,3328000,157500000,0.0007796,47.89,183300000,-49.36
5E-06,6,2,13,88,460,83,864,291,8,4,57.9,6.442E-09,9.858E-09,3.034E-05,58.85,306200000,7075000,307800000,0.002032,46.11,435600000,-47.1
1.1E-05,10,4,26,88,230,42,216,106,8,4,61.58,4.956E-09,7.266E-09,2.761E-05,58.85,495600000,8434000,496200000,0.001215,46.98,424900000,-47.67
1.7E-05,6,2,13,22,115,83,864,291,32,16,57.24,6.935E-09,1.004E-08,2.928E-05,58.85,271600000,5906000,274500000,0.001619,47.09,348700000,-47.8
2E-05,14,4,26,44,115,166,864,511,62,31,61.12,5.517E-09,7.347E-09,1.925E-05,58.85,228500000,4393000,231000000,0.001084,48.08,241800000,-49.11
8E-06,14,8,13,88,115,166,432,256,62,31,59.45,9.557E-09,1.159E-08,2.251E-05,58.83,119900000,2232000,120700000,0.0002849,47.78,120200000,-49.33
1.4E-05,14,2,26,88,230,166,864,520,16,8,53.71,3.773E-09,6.659E-09,2.254E-05,58.83,461800000,10110000,466200000,0.003068,45.61,660500000,-46.2
1.1E-05,6,4,13,44,230,83,864,291,32,16,60.19,8.134E-09,1.068E-08,2.763E-05,58.81,201400000,4263000,201800000,0.001061,47.66,238300000,-48.8
1.7E-05,14,8,13,88,115,166,432,256,62,31,58.44,7.21E-09,1.01E-08,2.488E-05,58.8,197000000,3958000,197400000,0.0005838,46.7,235200000,-47.97
2E-05,6,4,13,22,115,83,864,287,62,31,60.99,8.53E-09,1.094E-08,2.723E-05,58.79,184800000,3824000,186700000,0.0009456,48.08,207400000,-49.08
8E-06,14,4,26,88,230,166,864,520,32,16,60.74,5.994E-09,7.653E-09,1.887E-05,58.78,203500000,3822000,204200000,0.0008991,48.1,215000000,-49.4
2E-05,6,4,52,44,460,42,864,291,16,8,65.06,4.443E-09,5.841E-09,2.231E-05,58.78,422300000,8157000,426300000,0.00346,48.51,380000000,-49.09
1.7E-05,14,4,52,44,115,83,432,260,32,16,63.77,4.933E-09,6.067E-09,1.838E-05,58.75,310600000,4872000,311400000,0.0009306,49.24,238400000,-50.23
1.4E-05,12,2,52,44,230,83,864,473,16,8,63.32,3.825E-09,5.276E-09,1.892E-05,58.73,362200000,7304000,366500000,0.002693,48.42,375700000,-49.11
1.1E-05,6,2,26,22,115,21,216,73,8,4,64.38,6.397E-09,8.374E-09,3.172E-05,58.71,385700000,7326000,387600000,0.001074,48.24,341300000,-48.7
1.4E-05,8,2,26,22,115,83,864,361,32,16,62.39,6.186E-09,7.887E-09,2.227E-05,58.68,257600000,4805000,258800000,0.00135,48.72,252200000,-49.57
1.1E-05,6,8,13,88,460,83,864,291,32,16,59.4,8.181E-09,1.071E-08,2.758E-05,58.67,194400000,4243000,195200000,0.001055,47.44,238500000,-48.78
1.1E-05,6,8,26,88,460,21,216,73,8,4,62.16,6.485E-09,8.436E-09,3.168E-05,58.67,394100000,7265000,394700000,0.001056,47.76,343400000,-48.64
1.7E-05,8,2,52,22,115,21,216,91,8,4,67.64,4.619E-09,6.171E-09,2.677E-05,58.67,570400000,9288000,574800000,0.001624,48.08,396100000,-48.16
1.4E-05,14,8,13,88,115,166,432,256,62,31,58.82,7.719E-09,1.037E-08,2.418E-05,58.66,174200000,3434000,175900000,0.0004852,47.02,197900000,-48.37
2E-05,10,2,52,44,230,42,432,211,8,4,63.43,3.218E-09,5.092E-09,2.305E-05,58.64,626100000,13920000,627000000,0.003773,46.72,670400000,-46.66
1.1E-05,14,8,13,88,115,166,432,256,62,31,59.16,8.441E-09,1.081E-08,2.34E-05,58.63,148800000,2856000,150000000,0.0003857,47.38,159100000,-48.82
1.7E-05,8,4,26,44,230,83,864,361,32,16,61.77,5.737E-09,7.582E-09,2.26E-05,58.63,284300000,5588000,287500000,0.001606,48.23,295600000,-49.2
1.4E-05,8,2,26,88,460,83,864,361,8,4,53.7,3.718E-09,6.766E-09,2.647E-05,58.62,607200000,14670000,610800000,0.005351,45.04,904400000,-45.3
1.1E-05,6,2,13,22,115,83,864,291,32,16,60.51,8.075E-09,1.065E-08,2.769E-05,58.6,208200000,4282000,209800000,0.001073,47.86,239600000,-48.8
5E-06,6,4,13,88,460,83,864,291,16,8,59.45,8.337E-09,1.081E-08,2.742E-05,58.59,190600000,4037000,192000000,0.001001,47.52,231200000,-48.87
1.4E-05,14,4,13,88,115,166,432,260,32,16,56.1,6.112E-09,9.732E-09,2.726E-05,58.58,285100000,5924000,287600000,0.0009562,45.59,375100000,-46.61
1.4E-05,12,4,52,88,230,42,216,119,8,4,64.63,3.76E-09,5.391E-09,2.262E-05,58.57,523400000,9830000,526800000,0.001532,47.48,456100000,-47.98
1.1E-05,6,4,26,44,230,21,216,73,8,4,63.38,6.447E-09,8.409E-09,3.17E-05,58.51,415200000,7294000,417500000,0.001062,48.01,338300000,-48.69
1.7E-05,8,8,26,88,460,83,864,361,32,16,60.99,5.769E-09,7.602E-09,2.257E-05,58.51,275000000,5581000,278200000,0.0016,48.01,299600000,-49.16
2E-05,8,4,26,44,230,83,864,361,32,16,61.45,5.365E-09,7.35E-09,2.293E-05,58.46,316400000,6300000,316500000,0.001874,47.97,344300000,-48.85
1.1E-05,14,4,26,88,230,166,864,520,32,16,60.41,5.251E-09,7.182E-09,1.952E-05,58.42,251600000,4874000,251600000,0.001215,47.66,278200000,-48.82
1.7E-05,8,2,26,22,115,83,864,361,32,16,61.57,5.7E-09,7.559E-09,2.263E-05,58.42,293000000,5597000,295900000,0.001622,48.43,301000000,-49.19
8E-06,10,2,26,44,115,42,216,106,8,4,62.46,5.565E-09,7.617E-09,2.699E-05,58.38,426600000,6539000,429100000,0.0009124,47.87,322000000,-48.58
8E-06,8,2,26,44,230,83,864,361,16,8,61.78,5.755E-09,7.591E-09,2.259E-05,58.37,288200000,5542000,291300000,0.001587,48.24,296900000,-49.21
1.7E-05,10,4,13,88,230,166,864,421,32,16,54.15,5.824E-09,9.717E-09,2.83E-05,58.37,305000000,7464000,306700000,0.001826,45.11,507100000,-46
2E-05,14,2,52,44,115,42,216,130,8,4,63.33,3.217E-09,5.092E-09,2.306E-05,58.37,755800000,11740000,758700000,0.002173,46.73,527600000,-46.68
5E-06,12,4,13,88,115,83,216,119,16,8,59.39,8.31E-09,1.081E-08,2.743E-05,58.36,213900000,3358000,215200000,0.0003613,47.52,177100000,-48.89
2E-05,8,2,26,44,230,83,864,361,16,8,54.91,4.118E-09,6.793E-09,2.499E-05,58.36,503300000,11060000,503800000,0.003763,46.37,657900000,-46.74
2E-05,14,2,26,44,115,166,864,520,32,16,54.98,4.2E-09,6.712E-09,2.119E-05,58.36,375000000,7643000,377900000,0.002164,46.73,476800000,-47.37
8E-06,6,2,52,44,460,21,432,146,4,2,66.96,4.667E-09,6.203E-09,2.676E-05,58.35,459200000,9592000,464400000,0.002937,47.88,411000000,-48.17
8E-06,8,4,26,88,460,83,864,361,16,8,61.01,5.816E-09,7.63E-09,2.254E-05,58.34,275400000,5464000,278600000,0.001563,48.03,294500000,-49.2
1.4E-05,14,4,26,88,230,166,864,520,32,16,59.94,4.78E-09,6.931E-09,2.011E-05,58.34,293600000,5868000,296300000,0.001528,47.26,349900000,-48.31
2E-05,8,8,26,88,460,83,864,361,32,16,60.87,5.392E-09,7.365E-09,2.29E-05,58.34,306500000,6294000,308100000,0.001868,47.74,344800000,-48.82
8E-06,14,2,26,44,115,166,864,520,32,16,61.46,5.93E-09,7.611E-09,1.891E-05,58.33,212600000,3847000,214400000,0.0009128,48.3,214900000,-49.41
8E-06,14,4,13,88,115,166,432,260,32,16,58.48,7.26E-09,1.012E-08,2.481E-05,58.3,182200000,3910000,184100000,0.0005635,46.73,234500000,-48
2E-05,8,2,26,22,115,83,864,361,32,16,60.4,5.335E-09,7.333E-09,2.296E-05,58.29,325500000,6304000,327300000,0.001892,48.16,345600000,-48.83
1.7E-05,6,4,52,44,460,21,432,146,8,4,66.99,4.654E-09,6.194E-09,2.676E-05,58.28,457300000,9677000,462600000,0.002964,47.86,413000000,-48.15
1.1E-05,14,2,26,88,230,166,864,520,16,8,57.16,4.031E-09,6.673E-09,2.164E-05,58.27,406000000,8540000,407400000,0.002448,46.22,539200000,-46.99
1.7E-05,10,2,13,44,115,166,864,421,32,16,49.25,5.818E-09,9.726E-09,2.836E-05,58.25,311600000,7430000,312400000,0.001842,45.3,510300000,-45.89
2E-05,8,4,26,88,460,83,864,361,16,8,58.76,4.133E-09,6.793E-09,2.494E-05,58.18,487600000,11000000,489800000,0.003724,46.18,649800000,-46.81
