ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
1.7E-05,14,4,26,88,115,166,432,260,32,16,59.24,4.449E-09,6.792E-09,2.065E-05,49.99,347800000,7776000,351700000,0.001159,46.9,481500000,-47.86
2E-05,8,4,26,44,115,42,216,91,16,8,62.18,5.199E-09,7.399E-09,2.733E-05,49.99,511600000,9109000,513200000,0.001083,47.53,467100000,-48.12
8E-06,12,2,26,88,115,83,216,119,8,4,59.61,4.359E-09,6.86E-09,2.438E-05,49.98,492900000,9700000,494100000,0.001142,46.61,399700000,-47.37
1.7E-05,8,4,13,44,115,166,864,355,62,31,58.73,7.185E-09,1.009E-08,2.493E-05,49.96,203800000,5064000,204700000,0.0009251,46.91,309600000,-47.97
1.1E-05,6,8,13,88,230,42,216,73,16,8,59.78,7.867E-09,1.065E-08,3.27E-05,49.95,325300000,6355000,326800000,0.0006083,47.27,358900000,-48.41
1.4E-05,8,8,13,44,115,166,864,352,122,61,60.47,1.022E-08,1.207E-08,2.21E-05,49.95,110100000,2505000,111500000,0.0003915,48.17,132400000,-49.59
2E-05,14,8,13,88,115,331,864,507,122,61,57.75,7.013E-09,9.97E-09,2.214E-05,49.95,153300000,3963000,154100000,0.000682,46.25,252900000,-47.54
1.4E-05,14,4,52,88,230,166,864,520,32,16,62.43,3.95E-09,5.25E-09,1.572E-05,49.91,308000000,6508000,309400000,0.001533,48.51,354900000,-49.59
1.4E-05,14,2,52,44,115,166,864,520,32,16,62.76,3.913E-09,5.227E-09,1.575E-05,49.89,316800000,6539000,317000000,0.001552,48.71,355000000,-49.6
1.1E-05,8,4,13,44,115,166,864,355,62,31,59.94,8.408E-09,1.078E-08,2.345E-05,49.82,155500000,3676000,156000000,0.000612,47.59,211400000,-48.83
8E-06,14,4,13,88,115,331,864,511,62,31,58.23,7.465E-09,1.018E-08,2.15E-05,49.79,140500000,3486000,142200000,0.0005637,46.56,219200000,-47.91
1.4E-05,12,4,52,88,230,83,432,237,16,8,62.93,3.853E-09,5.298E-09,1.89E-05,49.77,490800000,8621000,492200000,0.001532,48.21,441700000,-49.11
5E-06,8,2,13,44,115,166,864,361,32,16,60,8.526E-09,1.085E-08,2.334E-05,49.76,168600000,3577000,170100000,0.0005852,47.63,208000000,-48.89
1.7E-05,6,4,52,44,230,21,216,73,8,4,66.92,4.651E-09,6.194E-09,2.676E-05,49.76,558200000,11690000,564400000,0.001607,47.87,498500000,-48.16
1.4E-05,12,8,26,88,115,83,216,119,32,16,61.02,6.254E-09,7.943E-09,2.222E-05,49.72,292200000,4681000,294300000,0.0004877,48.29,241400000,-49.56
1.7E-05,8,4,52,88,460,83,864,361,16,8,62.94,3.539E-09,5.105E-09,1.914E-05,49.72,529400000,10940000,534000000,0.003199,47.86,579100000,-48.62
1.7E-05,14,8,13,88,115,331,864,507,122,61,58.19,7.412E-09,1.016E-08,2.156E-05,49.72,138800000,3533000,140500000,0.0005841,46.53,216900000,-47.88
1.1E-05,10,4,26,44,115,166,864,414,62,31,61.86,7.145E-09,8.506E-09,1.815E-05,49.7,178200000,3499000,180200000,0.0006139,48.79,184600000,-50.06
5E-06,14,2,26,88,115,83,216,130,8,4,60.69,5.169E-09,7.24E-09,2.313E-05,49.66,403900000,5882000,404700000,0.0007348,47.57,243600000,-48.61
1.1E-05,14,2,52,44,115,166,864,520,32,16,63.22,4.377E-09,5.547E-09,1.547E-05,49.65,307300000,5422000,308600000,0.001236,49.02,290200000,-50.01
1.4E-05,6,8,13,88,230,42,216,73,16,8,59.52,7.213E-09,1.029E-08,3.356E-05,49.65,379300000,7702000,381500000,0.0007651,46.8,440100000,-47.8
5E-06,12,2,13,88,115,166,432,237,16,8,57.64,6.62E-09,9.856E-09,2.596E-05,49.63,276100000,5481000,278400000,0.0007299,46.2,363500000,-47.35
8E-06,14,2,52,88,230,166,864,520,16,8,62.29,3.628E-09,5.045E-09,1.597E-05,49.6,353000000,7555000,357400000,0.001823,48.24,425000000,-49.22
8E-06,6,4,13,44,115,42,216,73,16,8,60.94,8.835E-09,1.127E-08,3.18E-05,49.59,275000000,4940000,277400000,0.0004522,48.03,265500000,-49.15
1.7E-05,8,2,52,44,230,83,864,361,16,8,62.45,3.511E-09,5.09E-09,1.916E-05,49.59,549800000,11040000,555700000,0.003236,48.06,582000000,-48.62
2E-05,6,8,13,88,230,42,216,73,16,8,58.81,6.423E-09,9.962E-09,3.513E-05,49.58,471200000,10180000,474400000,0.001075,45.95,601000000,-46.72
1.7E-05,6,8,13,88,230,42,216,73,16,8,59.2,6.758E-09,1.008E-08,3.437E-05,49.56,427500000,8999000,431100000,0.0009205,46.36,519300000,-47.24
1.4E-05,8,2,52,44,230,83,864,361,16,8,63.32,3.822E-09,5.276E-09,1.892E-05,49.54,436100000,9472000,441500000,0.002693,48.42,492500000,-49.11
8E-06,10,2,13,88,115,83,216,106,8,4,54.22,5.691E-09,9.776E-09,3.293E-05,49.52,500800000,9845000,500800000,0.001131,44.9,382200000,-45.59
5E-06,14,2,52,88,230,166,864,520,16,8,62.49,4.501E-09,5.634E-09,1.541E-05,49.49,296300000,5231000,298500000,0.001173,48.85,280000000,-50.05
1.1E-05,10,2,13,88,115,166,432,211,16,8,48.21,5.457E-09,9.8E-09,3.015E-05,49.48,392000000,11010000,393000000,0.001517,44.27,914000000,-44.88
1.7E-05,10,2,26,88,230,166,864,421,16,8,49.4,3.61E-09,6.69E-09,2.334E-05,49.48,520800000,14590000,524700000,0.003675,45.07,1019000000,-45.44
2E-05,8,4,52,88,460,83,864,361,16,8,62.79,3.303E-09,4.977E-09,1.937E-05,49.48,587700000,12390000,593100000,0.003733,47.52,666700000,-48.18
5E-06,10,4,26,88,230,166,864,421,32,16,60.96,7.356E-09,8.663E-09,1.805E-05,49.4,172200000,3362000,174000000,0.0005766,48.62,182600000,-50.09
8E-06,14,2,26,88,115,166,432,260,16,8,59.26,4.459E-09,6.795E-09,2.063E-05,49.39,356700000,7737000,360600000,0.001142,46.91,498600000,-47.88
2E-05,14,2,52,44,115,166,864,520,32,16,60.85,3.344E-09,4.886E-09,1.624E-05,49.39,397200000,8649000,397400000,0.002174,48.15,488200000,-48.86
1.7E-05,10,8,26,88,230,166,864,414,62,31,60.73,5.938E-09,7.622E-09,1.89E-05,49.37,234100000,4900000,236300000,0.000925,48.08,275000000,-49.37
2E-05,8,2,52,44,230,83,864,361,16,8,61.36,3.28E-09,4.966E-09,1.939E-05,49.36,609400000,12480000,612600000,0.003774,47.71,673000000,-48.17
1.7E-05,14,4,52,88,230,166,864,520,32,16,62.29,3.616E-09,5.039E-09,1.598E-05,49.26,398100000,7580000,398100000,0.001843,48.23,424800000,-49.21
8E-06,8,2,52,88,460,83,864,361,8,4,62.95,3.549E-09,5.111E-09,1.913E-05,49.22,534500000,10910000,539400000,0.003171,47.87,577800000,-48.64
8E-06,6,2,52,44,230,21,216,73,4,2,66.89,4.663E-09,6.203E-09,2.676E-05,49.21,567200000,11570000,573300000,0.001589,47.88,496900000,-48.18
5E-06,12,2,52,88,230,83,432,237,8,4,62.87,4.377E-09,5.652E-09,1.861E-05,49.2,419800000,6873000,422500000,0.001173,48.65,350200000,-49.7
2E-05,10,8,26,88,230,166,864,414,62,31,60.58,5.544E-09,7.364E-09,1.923E-05,49.2,261200000,5576000,263000000,0.00108,47.86,318300000,-49.08
1.7E-05,12,8,26,88,115,83,216,119,32,16,60.92,5.757E-09,7.603E-09,2.258E-05,49.14,333500000,5474000,335600000,0.000587,48.01,292500000,-49.19
1.7E-05,12,4,52,88,230,83,432,237,16,8,62.9,3.536E-09,5.105E-09,1.914E-05,49.12,558500000,10040000,563500000,0.001843,47.86,530100000,-48.63
1.4E-05,14,2,52,88,230,166,864,520,16,8,60.43,2.887E-09,4.677E-09,1.688E-05,49.11,497100000,11650000,497800000,0.003086,47.22,688500000,-47.9
1.1E-05,6,4,13,44,115,42,216,73,16,8,60.6,7.822E-09,1.062E-08,3.275E-05,49.1,338000000,6348000,340600000,0.0006115,47.51,350600000,-48.45
2E-05,6,4,52,44,230,21,216,73,8,4,67.85,4.316E-09,5.959E-09,2.68E-05,49.07,621200000,13490000,622800000,0.001876,47.45,576600000,-47.57
1.4E-05,8,2,52,88,460,42,432,181,4,2,66.46,2.806E-09,4.925E-09,2.364E-05,49.03,996300000,22640000,996900000,0.005368,45.19,1102000000,-44.86
1.7E-05,10,4,26,44,115,166,864,414,62,31,61.45,5.905E-09,7.601E-09,1.893E-05,49.01,240400000,4887000,241900000,0.0009285,48.3,271800000,-49.4
2E-05,6,4,13,44,115,42,216,73,16,8,58.45,6.399E-09,9.956E-09,3.52E-05,48.99,486300000,10140000,488200000,0.001078,46.18,585400000,-46.75
2E-05,8,2,52,88,460,83,864,361,8,4,56.16,2.541E-09,4.722E-09,2.087E-05,48.98,814300000,22360000,818700000,0.007516,45.46,1252000000,-45.42
2E-05,14,4,52,88,230,166,864,520,32,16,62.04,3.368E-09,4.897E-09,1.621E-05,48.98,443200000,8618000,447700000,0.002151,47.96,484800000,-48.87
2E-05,14,8,26,88,115,166,432,256,62,31,60.54,5.538E-09,7.365E-09,1.923E-05,48.96,266100000,5002000,268100000,0.000686,47.86,283500000,-49.09
1.1E-05,8,4,26,88,230,42,216,91,8,4,61.58,4.956E-09,7.266E-09,2.761E-05,48.91,554700000,10130000,559300000,0.001215,46.98,532800000,-47.67
1.4E-05,6,4,13,44,115,42,216,73,16,8,60.11,7.176E-09,1.027E-08,3.362E-05,48.91,393000000,7691000,393700000,0.0007687,47.03,433500000,-47.84
1.7E-05,6,4,13,44,115,42,216,73,16,8,59.41,6.728E-09,1.007E-08,3.443E-05,48.9,442000000,8980000,446100000,0.0009242,46.59,512000000,-47.27
2E-05,6,8,52,88,460,21,216,73,8,4,66.34,4.338E-09,5.973E-09,2.679E-05,48.9,597500000,13460000,602200000,0.00187,47.19,589500000,-47.51
1.4E-05,6,4,13,88,230,42,216,73,8,4,56.87,5.797E-09,9.858E-09,3.725E-05,48.87,596100000,13600000,599900000,0.001519,44.85,811200000,-45.31
2E-05,10,4,26,44,115,166,864,414,62,31,61.12,5.515E-09,7.347E-09,1.925E-05,48.87,267900000,5558000,270400000,0.001084,48.08,316100000,-49.11
1.1E-05,10,2,52,88,230,42,216,106,4,2,66.12,3.057E-09,5.019E-09,2.324E-05,48.86,813400000,17760000,816700000,0.002458,46.07,824400000,-46.06
1.4E-05,10,8,26,88,230,166,864,414,62,31,60.85,6.463E-09,7.99E-09,1.854E-05,48.83,188500000,4229000,190200000,0.0007687,48.32,232800000,-49.68
1.1E-05,8,2,52,88,460,83,864,361,8,4,62.53,3.114E-09,4.886E-09,1.961E-05,48.82,652200000,14030000,656000000,0.004278,47.19,753800000,-47.74
2E-05,8,8,26,44,115,83,432,178,62,31,62.14,7.343E-09,8.762E-09,2.164E-05,48.78,232300000,4401000,234500000,0.0005515,48.97,221400000,-50.2
1.4E-05,10,4,26,44,115,166,864,414,62,31,61.7,6.423E-09,7.963E-09,1.856E-05,48.77,192900000,4218000,194100000,0.000772,48.53,230000000,-49.71
2E-05,12,8,26,88,115,83,216,119,32,16,60.8,5.382E-09,7.366E-09,2.291E-05,48.74,371700000,6209000,374100000,0.0006855,47.75,337100000,-48.84
5E-06,6,4,13,88,230,42,216,73,8,4,59.82,8.01E-09,1.073E-08,3.254E-05,48.72,323900000,6093000,325100000,0.0005743,47.36,342400000,-48.53
1.7E-05,8,2,52,88,460,83,864,361,8,4,59.24,2.667E-09,4.737E-09,2.047E-05,48.72,841300000,19630000,848500000,0.006448,46,1093000000,-46.16
1.4E-05,8,2,52,88,460,83,864,361,8,4,61.38,2.846E-09,4.783E-09,2.005E-05,48.7,753100000,16940000,758600000,0.005369,46.57,933600000,-46.93
1.7E-05,14,2,52,44,115,166,864,520,32,16,61.99,3.586E-09,5.022E-09,1.6E-05,48.68,411300000,7605000,413500000,0.001864,48.42,427100000,-49.22
2E-05,12,4,52,88,230,83,432,237,16,8,62.75,3.3E-09,4.977E-09,1.937E-05,48.63,620900000,11520000,622300000,0.002151,47.52,607900000,-48.19
5E-06,10,2,26,44,115,166,864,421,32,16,61.88,7.265E-09,8.594E-09,1.809E-05,48.61,180300000,3400000,182200000,0.0005871,48.82,182200000,-50.1
1.1E-05,14,4,52,88,115,83,216,130,16,8,62.82,4.302E-09,5.602E-09,1.865E-05,48.6,390500000,6702000,391600000,0.0007703,48.6,341600000,-49.65
1.4E-05,10,2,26,88,230,166,864,421,16,8,53.71,3.772E-09,6.659E-09,2.254E-05,48.57,536900000,12700000,541800000,0.003068,45.61,866900000,-46.2
5E-06,8,4,26,88,230,83,432,181,16,8,61.15,7.112E-09,8.575E-09,2.175E-05,48.53,229200000,4704000,231700000,0.0005765,48.65,251000000,-50.03
8E-06,10,4,26,88,230,166,864,421,32,16,60.74,5.989E-09,7.653E-09,1.887E-05,48.53,237800000,4827000,239600000,0.0008991,48.1,273000000,-49.4
1.1E-05,8,4,26,44,115,83,432,181,32,16,62.1,6.915E-09,8.426E-09,2.185E-05,48.51,239400000,4889000,241100000,0.0006137,48.82,255500000,-49.99
2E-05,10,4,26,88,230,166,864,421,32,16,58.4,4.215E-09,6.714E-09,2.114E-05,48.44,379900000,9641000,382800000,0.002143,46.55,618000000,-47.42
8E-06,6,4,13,88,230,42,216,73,8,4,59.24,6.797E-09,1.01E-08,3.429E-05,48.34,433600000,8826000,437400000,0.000895,46.4,514900000,-47.29
8E-06,8,2,26,44,115,42,216,91,8,4,62.46,5.564E-09,7.617E-09,2.699E-05,48.3,475500000,7874000,478000000,0.0009124,47.87,400400000,-48.58
1.7E-05,10,4,26,88,230,166,864,421,32,16,59.28,4.453E-09,6.791E-09,2.064E-05,48.3,345500000,8564000,349700000,0.001836,46.89,533800000,-47.85
8E-06,10,2,13,88,115,166,432,211,16,8,54.19,5.828E-09,9.717E-09,2.827E-05,48.28,337300000,8872000,340600000,0.001131,45.13,681800000,-46.03
8E-06,10,2,26,88,230,166,864,421,16,8,59.31,4.464E-09,6.795E-09,2.063E-05,48.28,348300000,8520000,352600000,0.001816,46.91,536100000,-47.86
1.7E-05,12,2,52,44,115,83,432,237,16,8,62.5,3.508E-09,5.09E-09,1.917E-05,48.23,579900000,10080000,584400000,0.001864,48.06,532400000,-48.64
1.1E-05,10,4,26,88,230,166,864,421,32,16,60.41,5.247E-09,7.182E-09,1.952E-05,48.22,293400000,6149000,296100000,0.001215,47.66,365400000,-48.82
1.1E-05,10,4,52,88,230,42,216,106,8,4,64.1,4.188E-09,5.668E-09,2.241E-05,48.19,572600000,9381000,576900000,0.001219,48.01,444100000,-48.7
1.4E-05,10,4,26,88,230,166,864,421,32,16,59.94,4.777E-09,6.931E-09,2.011E-05,48.17,342200000,7399000,345600000,0.001528,47.26,449500000,-48.31
5E-06,8,2,26,44,115,83,432,181,16,8,62.11,7.026E-09,8.509E-09,2.179E-05,48.15,239800000,4755000,241500000,0.000587,48.86,251900000,-50.05
2E-05,10,2,26,44,115,166,864,421,32,16,54.98,4.199E-09,6.712E-09,2.119E-05,48.09,436100000,9634000,440600000,0.002164,46.73,623600000,-47.37
1.7E-05,8,4,26,88,230,42,216,91,8,4,60.96,4.252E-09,6.97E-09,2.883E-05,48.05,722900000,14520000,728600000,0.001835,45.81,759800000,-46.12
2E-05,12,4,13,88,115,331,864,466,62,31,51.51,5.718E-09,9.707E-09,2.546E-05,48.02,278900000,7459000,282000000,0.001337,44.67,567800000,-45.59
1.4E-05,8,4,26,44,115,83,432,181,32,16,61.93,6.222E-09,7.918E-09,2.224E-05,48.01,280800000,5933000,284100000,0.0007717,48.51,317600000,-49.58
1.1E-05,10,2,26,88,230,166,864,421,16,8,57.16,4.028E-09,6.673E-09,2.164E-05,47.96,471100000,10740000,474800000,0.002448,46.22,704600000,-46.99
1.7E-05,6,2,13,44,115,83,432,146,16,8,48.94,5.682E-09,9.787E-09,3.304E-05,47.96,463900000,12960000,468800000,0.001841,45.08,928600000,-45.43
1.7E-05,6,4,13,88,230,83,432,146,16,8,54.18,5.686E-09,9.776E-09,3.296E-05,47.95,454600000,13010000,460000000,0.001825,44.88,934400000,-45.56
1.4E-05,12,2,52,88,230,42,216,119,4,2,66.35,2.806E-09,4.925E-09,2.364E-05,47.93,1029000000,18710000,1032000000,0.003084,45.2,772700000,-44.87
8E-06,10,2,26,44,115,166,864,421,32,16,61.46,5.925E-09,7.611E-09,1.891E-05,47.87,247400000,4865000,248000000,0.0009128,48.3,274000000,-49.41
1.7E-05,8,2,26,88,230,83,432,181,8,4,49.05,3.565E-09,6.808E-09,2.736E-05,47.87,743500000,21370000,750500000,0.003674,44.38,1517000000,-44.36
1.1E-05,14,2,52,88,230,166,864,520,16,8,61.66,3.169E-09,4.795E-09,1.645E-05,47.85,497600000,9646000,498100000,0.002459,47.7,564400000,-48.53
2E-05,14,2,52,88,230,166,864,520,16,8,55.68,2.563E-09,4.602E-09,1.767E-05,47.85,710400000,15190000,717400000,0.004317,46.36,940100000,-46.76
1.7E-05,10,2,26,44,115,166,864,421,32,16,57.48,4.426E-09,6.783E-09,2.07E-05,47.84,397100000,8583000,397300000,0.001857,47.08,537900000,-47.82
1.7E-05,6,8,52,88,460,21,216,73,8,4,65.38,4.675E-09,6.211E-09,2.676E-05,47.82,599600000,11650000,603300000,0.001602,47.61,510400000,-48.1
2E-05,12,2,52,44,115,83,432,237,16,8,61.3,3.278E-09,4.966E-09,1.939E-05,47.77,643600000,11540000,645500000,0.002174,47.72,618300000,-48.19
1.7E-05,14,2,52,88,230,166,864,520,16,8,58.42,2.697E-09,4.623E-09,1.729E-05,47.73,647800000,13470000,650700000,0.003705,46.77,817600000,-47.32
1.7E-05,8,4,26,44,115,83,432,181,32,16,61.72,5.729E-09,7.582E-09,2.26E-05,47.69,318600000,6924000,319100000,0.0009281,48.23,377600000,-49.21
1.1E-05,8,8,26,88,230,83,432,181,32,16,61.14,6.957E-09,8.458E-09,2.183E-05,47.68,256700000,4896000,257700000,0.0006107,48.59,258300000,-49.96
1.4E-05,10,2,26,44,115,166,864,421,32,16,59.38,4.741E-09,6.915E-09,2.016E-05,47.68,353400000,7435000,357100000,0.001546,47.45,452800000,-48.31
1.1E-05,10,2,26,44,115,166,864,421,32,16,60.67,5.199E-09,7.155E-09,1.958E-05,47.64,304000000,6187000,305700000,0.001232,47.86,368300000,-48.83
8E-06,12,2,52,88,230,83,432,237,8,4,62.91,3.546E-09,5.111E-09,1.913E-05,47.6,571900000,9975000,576600000,0.001822,47.87,531900000,-48.65
1.1E-05,8,2,26,44,115,42,216,91,8,4,61.8,4.914E-09,7.245E-09,2.766E-05,47.59,580500000,10200000,584700000,0.001231,47.19,527600000,-47.68
1.1E-05,6,8,13,44,115,83,432,144,62,31,60.81,1.089E-08,1.27E-08,2.565E-05,47.57,150800000,3078000,151900000,0.0003109,48.58,160500000,-50.02
1.1E-05,6,2,13,44,115,42,216,73,8,4,57.08,6.137E-09,9.894E-09,3.597E-05,47.48,544500000,11370000,549100000,0.001226,45.78,661900000,-46.23
1.4E-05,6,4,13,88,230,83,432,146,16,8,56.28,5.957E-09,9.769E-09,3.179E-05,47.46,410700000,11340000,413300000,0.00152,45.42,780400000,-46.25
1.1E-05,10,8,13,88,115,166,432,207,62,31,59.16,8.445E-09,1.081E-08,2.34E-05,47.43,161700000,3743000,162400000,0.0003857,47.38,219700000,-48.82
1.1E-05,12,2,13,88,115,331,864,473,32,16,48.37,5.552E-09,9.75E-09,2.625E-05,47.43,310000000,8189000,310900000,0.001517,44.29,656500000,-45.09
5E-06,10,2,26,88,230,166,864,421,16,8,60.46,5.325E-09,7.226E-09,1.945E-05,47.41,293000000,5988000,295700000,0.001169,47.71,355400000,-48.89
2E-05,10,8,52,88,230,83,432,211,32,16,62.84,4.588E-09,5.807E-09,1.852E-05,47.41,354500000,7352000,358700000,0.001083,48.79,367800000,-49.9
1.7E-05,12,4,13,88,115,331,864,466,62,31,54.02,5.941E-09,9.694E-09,2.463E-05,47.4,231600000,6681000,234100000,0.001148,45.07,492100000,-46.1
8E-06,8,2,26,44,115,83,432,181,16,8,61.73,5.745E-09,7.591E-09,2.259E-05,47.35,324200000,6878000,325800000,0.0009126,48.24,380400000,-49.22
1.7E-05,8,4,13,88,115,83,216,91,16,8,54.15,5.684E-09,9.777E-09,3.296E-05,47.35,469100000,11980000,473000000,0.001147,44.88,705300000,-45.57
2E-05,6,4,13,88,230,83,432,146,16,8,51.36,5.495E-09,9.821E-09,3.403E-05,47.34,549800000,14620000,555400000,0.002127,44.38,1086000000,-44.9
1.7E-05,12,8,52,88,230,166,864,466,62,31,62.47,5.108E-09,6.101E-09,1.514E-05,47.18,225100000,4753000,227900000,0.0009278,49.13,242000000,-50.44
1.4E-05,8,2,26,44,115,42,216,91,8,4,60.46,4.507E-09,7.06E-09,2.829E-05,47.14,672000000,12400000,676800000,0.001545,46.58,649100000,-46.86
1.4E-05,6,8,13,44,115,83,432,144,62,31,60.68,9.858E-09,1.189E-08,2.623E-05,47.12,178300000,3730000,180300000,0.0003912,48.32,200100000,-49.68
1.7E-05,12,4,52,44,115,166,864,466,62,31,63.41,5.077E-09,6.079E-09,1.515E-05,47.12,230100000,4735000,232700000,0.000931,49.35,239200000,-50.48
8E-06,6,2,13,44,115,42,216,73,8,4,59.44,6.741E-09,1.007E-08,3.441E-05,47.1,454600000,8908000,458400000,0.000909,46.61,509500000,-47.29
1.1E-05,8,2,26,88,230,83,432,181,8,4,57.43,3.953E-09,6.764E-09,2.548E-05,47.1,598200000,15480000,603000000,0.002448,45.78,1022000000,-46.29
2E-05,12,8,52,88,230,166,864,466,62,31,62.49,4.717E-09,5.801E-09,1.53E-05,47.09,278500000,5411000,281600000,0.001083,48.97,284200000,-50.21
2E-05,10,4,13,88,115,166,432,211,32,16,51.48,5.612E-09,9.745E-09,2.925E-05,47.08,406900000,9929000,408400000,0.001337,44.68,741600000,-45.45
1.7E-05,8,2,26,44,115,83,432,181,16,8,57.57,4.327E-09,6.85E-09,2.446E-05,47.07,509600000,12270000,511400000,0.001856,46.78,752000000,-47.32
1.1E-05,8,2,26,44,115,83,432,181,16,8,60.94,5.056E-09,7.176E-09,2.326E-05,47.05,394700000,8813000,395300000,0.001232,47.71,509300000,-48.52
8E-06,12,2,52,44,115,166,864,473,32,16,63.41,5.098E-09,6.09E-09,1.514E-05,47.03,234600000,4714000,236900000,0.0009153,49.36,243600000,-50.49
8E-06,10,4,13,88,115,166,432,211,32,16,58.48,7.258E-09,1.012E-08,2.481E-05,47.01,217200000,5122000,219600000,0.0005635,46.73,328600000,-48
1.4E-05,8,8,26,88,230,83,432,181,32,16,61.07,6.258E-09,7.943E-09,2.222E-05,47.01,303300000,5944000,305000000,0.0007684,48.29,322700000,-49.54
8E-06,12,4,26,88,115,83,216,119,16,8,60.93,5.801E-09,7.631E-09,2.254E-05,47,342400000,5387000,345000000,0.0005668,48.04,289700000,-49.22
1.1E-05,6,4,13,88,230,83,432,146,16,8,57.73,6.366E-09,9.84E-09,3.051E-05,46.99,359800000,9486000,364100000,0.00121,46.03,628200000,-47.01
1.1E-05,6,2,13,88,230,83,432,146,8,4,47.9,5.353E-09,9.889E-09,3.506E-05,46.98,600300000,16050000,604200000,0.002425,43.91,1288000000,-44.23
1.4E-05,8,2,26,44,115,83,432,181,16,8,59.6,4.622E-09,6.962E-09,2.387E-05,46.98,456000000,10600000,461100000,0.001546,47.23,630100000,-47.91
1.1E-05,6,2,13,44,115,83,432,146,16,8,56.71,6.325E-09,9.831E-09,3.063E-05,46.93,371300000,9550000,374900000,0.001226,46.22,635700000,-46.99
5E-06,8,2,26,88,230,42,216,91,4,2,61.59,5.022E-09,7.301E-09,2.752E-05,46.89,559600000,9819000,564200000,0.001169,47.06,523600000,-47.77
8E-06,6,4,52,88,460,21,216,73,4,2,65.29,4.713E-09,6.239E-09,2.676E-05,46.89,603800000,11410000,607000000,0.001565,47.65,503900000,-48.16
1.7E-05,6,8,13,44,115,83,432,144,62,31,60.53,9.114E-09,1.135E-08,2.674E-05,46.84,203500000,4344000,204300000,0.0004708,48.09,239000000,-49.36
1.7E-05,6,8,13,88,230,83,432,146,32,16,58.68,6.992E-09,1.007E-08,2.915E-05,46.82,298300000,7615000,300900000,0.000921,46.68,473500000,-47.82
8E-06,8,2,26,88,230,83,432,181,8,4,59.66,4.36E-09,6.86E-09,2.438E-05,46.81,501700000,12160000,501900000,0.001816,46.61,766300000,-47.35
8E-06,14,4,26,88,115,166,432,260,32,16,60.7,5.978E-09,7.654E-09,1.887E-05,46.81,248200000,4364000,248600000,0.000567,48.11,244100000,-49.41
1.1E-05,12,2,52,88,230,83,432,237,8,4,62.49,3.111E-09,4.886E-09,1.961E-05,46.8,698800000,12910000,704900000,0.002459,47.19,700200000,-47.75
1.7E-05,6,4,13,44,115,83,432,146,32,16,58.92,6.959E-09,1.005E-08,2.921E-05,46.76,305800000,7604000,307500000,0.0009247,46.9,464500000,-47.84
1.4E-05,6,8,13,88,230,83,432,146,32,16,59.05,7.476E-09,1.031E-08,2.84E-05,46.75,265100000,6571000,267600000,0.0007656,47.05,396600000,-48.28
1.4E-05,8,4,13,88,115,83,216,91,16,8,56.24,5.956E-09,9.77E-09,3.179E-05,46.74,423900000,10370000,427800000,0.0009557,45.43,639000000,-46.26
1.1E-05,6,4,13,44,115,83,432,146,32,16,60.15,8.12E-09,1.068E-08,2.763E-05,46.68,234500000,5474000,236800000,0.0006118,47.66,318100000,-48.82
2E-05,12,4,52,44,115,166,864,466,62,31,63.34,4.691E-09,5.782E-09,1.531E-05,46.67,285600000,5388000,288600000,0.001087,49.18,281600000,-50.24
5E-06,6,2,13,88,230,83,432,146,8,4,57.88,6.432E-09,9.858E-09,3.034E-05,46.66,358400000,9226000,362600000,0.001164,46.11,625500000,-47.11
1.4E-05,6,4,13,44,115,83,432,146,32,16,59.62,7.437E-09,1.029E-08,2.846E-05,46.66,272200000,6564000,275300000,0.000769,47.27,394800000,-48.31
2E-05,6,8,13,44,115,83,432,144,62,31,60.35,8.549E-09,1.096E-08,2.721E-05,46.66,226900000,4911000,229400000,0.0005499,47.87,276900000,-49.08
8E-06,6,4,13,88,230,83,432,146,16,8,58.72,7.034E-09,1.009E-08,2.908E-05,46.64,299400000,7484000,301900000,0.0008953,46.71,473500000,-47.86
1.4E-05,12,4,13,88,115,331,864,466,62,31,55.91,6.252E-09,9.727E-09,2.37E-05,46.55,229900000,5830000,232200000,0.0009565,45.51,408700000,-46.63
1.7E-05,8,8,26,88,230,83,432,181,32,16,60.97,5.76E-09,7.602E-09,2.257E-05,46.55,345800000,6940000,349300000,0.0009246,48.01,379500000,-49.17
5E-06,6,4,13,44,115,83,432,146,32,16,60.83,1.112E-08,1.287E-08,2.553E-05,46.54,151200000,2967000,152200000,0.00029,48.63,156400000,-50.09
1.1E-05,10,2,52,44,115,83,432,211,16,8,63.66,4.26E-09,5.571E-09,1.866E-05,46.52,409100000,8214000,411300000,0.001235,48.81,424600000,-49.65
2E-05,10,8,13,88,115,166,432,207,62,31,58,6.831E-09,9.935E-09,2.552E-05,46.5,259400000,5884000,260800000,0.0006816,46.4,376700000,-47.6
8E-06,6,2,13,44,115,83,432,146,16,8,58.94,6.974E-09,1.006E-08,2.919E-05,46.49,310400000,7555000,311400000,0.0009092,46.91,476700000,-47.86
